,npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
32,1114088051,affara,nicholas,02169,quincy,MA,dentist,17,,,0.0,2013
33,1114917879,fitzgerald,thomas,02169,quincy,MA,general surgery,124,25.0,20.16,0.0,2013
34,1124017660,moreau,christina,02169,quincy,MA,emergency medicine,122,25.0,20.49,0.0,2013
35,1124182233,ney,erin,02169,quincy,MA,internal medicine,1218,40.0,3.28,,2013
36,1124271382,gorham,winna,02169,quincy,MA,dentist,30,,,0.0,2013
37,1134196033,nankin,mark,02169,quincy,MA,dentist,19,,,0.0,2013
38,1134301567,mishkin,danielle,02169,quincy,MA,physician assistant,374,13.0,3.48,0.0,2013
39,1134362619,ridgeway,karyn,02169,quincy,MA,emergency medicine,170,47.0,27.65,0.0,2013
40,1134426521,morcos,joseph,02169,quincy,MA,dentist,129,20.0,15.5,0.0,2013
41,1144393208,elkadry,ekbal,02169,quincy,MA,dentist,100,12.0,12.0,0.0,2013
42,1154437010,wadhwani,rita,02169,quincy,MA,family practice,80,0.0,0.0,0.0,2013
43,1154472926,mc crory,dennis,02169,quincy,MA,psychiatry & neurology,91,,,0.0,2013
44,1154475416,hootnick,lewis,02169,quincy,MA,dentist,14,0.0,0.0,0.0,2013
45,1154641751,voigt,stanley,02169,quincy,MA,otolaryngology,41,12.0,29.27,0.0,2013
46,1164526844,gunia,randy,02169,quincy,MA,optometry,11,0.0,0.0,0.0,2013
47,1164617312,baird,alexis,02169,quincy,MA,nurse practitioner,274,20.0,7.3,,2013
48,1174509004,delgado,leyda,02169,quincy,MA,internal medicine,4780,143.0,2.99,16.0,2013
49,1174577928,grilli,alex,02169,quincy,MA,otolaryngology,361,29.0,8.03,0.0,2013
50,1174580542,schiffer,charles,02169,quincy,MA,internal medicine,469,19.0,4.05,0.0,2013
51,1174584908,mani,obli,02169,quincy,MA,internal medicine,2768,90.0,3.25,,2013
52,1174715957,saintelien,cyllene,02169,quincy,MA,nurse practitioner,1785,0.0,0.0,0.0,2013
53,1184613192,dacey,mark,02169,quincy,MA,ophthalmology,724,,,0.0,2013
54,1184630857,farah,walid,02169,quincy,MA,internal medicine,2805,79.0,2.82,16.0,2013
55,1184692212,altman,lee,02169,quincy,MA,psychiatry,438,,,0.0,2013
56,1184714115,perlick,wynn,02169,quincy,MA,podiatry,71,,,0.0,2013
57,1184788580,hammoud,zaher,02169,quincy,MA,dentist,114,39.0,34.21,0.0,2013
58,1184817124,dowd,christine,02169,quincy,MA,physician assistant,68,0.0,0.0,0.0,2013
59,1184947772,jules,marlyn,02169,quincy,MA,nurse practitioner,477,0.0,0.0,0.0,2013
60,1194790402,sipzener,robert,02169,quincy,MA,internal medicine,565,0.0,0.0,0.0,2013
61,1194792853,nankin,gary,02169,quincy,MA,dentist,17,0.0,0.0,0.0,2013
62,1194826990,shen,wei,02169,quincy,MA,internal medicine,2193,31.0,1.41,,2013
63,1194847087,bondar,stella,02169,quincy,MA,dentist,16,,,0.0,2013
64,1194881052,hahn,james,02169,quincy,MA,optometry,53,0.0,0.0,0.0,2013
65,1205884475,caruso,christian,02169,quincy,MA,internal medicine,212,24.0,11.32,,2013
66,1205991551,nandi,priya,02169,quincy,MA,internal medicine,5772,212.0,3.67,,2013
67,1215926498,rizkalla,ramy,02169,quincy,MA,ophthalmology,2301,,,0.0,2013
68,1215976980,kennedy,kevin,02169,quincy,MA,licensed clinical social worker,13,0.0,0.0,0.0,2013
69,1235161779,maier,irena,02169,quincy,MA,gastroenterology,539,0.0,0.0,0.0,2013
70,1235432501,pfeiffer,richard,02169,quincy,MA,nurse practitioner,1092,208.0,19.05,38.0,2013
71,1255321253,marquis,richard,02169,quincy,MA,internal medicine,22621,582.0,2.57,68.0,2013
72,1255354049,altekruse,philip,02169,quincy,MA,psychiatry,160,0.0,0.0,0.0,2013
73,1255360624,sikka,shobha,02169,quincy,MA,obstetrics/gynecology,66,,,0.0,2013
74,1255660684,pettigrew,schree,02169,quincy,MA,nurse practitioner,1922,,,,2013
75,1275542920,nicholson,lani,02169,quincy,MA,psychiatry,95,,,0.0,2013
76,1275571499,lotufo,david,02169,quincy,MA,ophthalmology,1627,,,0.0,2013
77,1275591257,hemady,zuhayr,02169,quincy,MA,pediatric medicine,204,0.0,0.0,0.0,2013
78,1285635979,drew,nancy,02169,quincy,MA,internal medicine,5794,106.0,1.83,,2013
79,1285661652,chou,james,02169,quincy,MA,gastroenterology,613,0.0,0.0,0.0,2013
80,1285799726,nicklas,richard,02169,quincy,MA,physician assistant,462,62.0,13.42,0.0,2013
81,1285855049,lacy,blair,02169,quincy,MA,obstetrics/gynecology,47,0.0,0.0,0.0,2013
82,1285871087,mcdonnell,mary ann,02169,quincy,MA,certified clinical nurse specialist,1128,0.0,0.0,0.0,2013
83,1295731032,gupta,alicja,02169,quincy,MA,internal medicine,1041,,,0.0,2013
84,1295767721,wen,yanping,02169,quincy,MA,internal medicine,964,0.0,0.0,0.0,2013
85,1295775732,reed,kenneth,02169,quincy,MA,dermatology,857,,,0.0,2013
86,1295804169,ryan,robert,02169,quincy,MA,dentist,12,0.0,0.0,0.0,2013
87,1306878830,morin,denise,02169,quincy,MA,obstetrics/gynecology,75,0.0,0.0,0.0,2013
88,1316999683,valente,elisa,02169,quincy,MA,gastroenterology,216,,,0.0,2013
89,1326049065,weinberg,robert,02169,quincy,MA,internal medicine,6230,726.0,11.65,107.0,2013
90,1326087412,ambrus,peter,02169,quincy,MA,otolaryngology,618,36.0,5.83,0.0,2013
91,1326485988,barbosa,julia,02169,quincy,MA,nurse practitioner,78,28.0,35.9,,2013
92,1336175066,larose,ian,02169,quincy,MA,nurse practitioner,1769,0.0,0.0,0.0,2013
93,1336206283,khan,saima,02169,quincy,MA,internal medicine,3305,66.0,2.0,,2013
94,1336410398,chen,jie,02169,quincy,MA,physician assistant,310,,,0.0,2013
95,1346239431,snebold,neal,02169,quincy,MA,ophthalmology,2029,0.0,0.0,0.0,2013
96,1346507084,xie,eileen,02169,quincy,MA,dentist,17,,,0.0,2013
97,1356332472,reardon,edward,02169,quincy,MA,otolaryngology,527,16.0,3.04,0.0,2013
98,1356332985,irons,david,02169,quincy,MA,pediatric medicine,12,0.0,0.0,0.0,2013
99,1356549992,fontenette,dominique,02169,quincy,MA,emergency medicine,58,,,0.0,2013
100,1366433328,konowitz,paul,02169,quincy,MA,otolaryngology,280,19.0,6.79,0.0,2013
101,1366459588,kim,maria,02169,quincy,MA,internal medicine,66,0.0,0.0,0.0,2013
102,1366508202,haddad,chia,02169,quincy,MA,otolaryngology,211,12.0,5.69,0.0,2013
103,1366773202,soares,jeffrey,02169,quincy,MA,physician assistant,402,0.0,0.0,0.0,2013
104,1376500686,divinagracia,thomas,02169,quincy,MA,general surgery,45,22.0,48.89,0.0,2013
105,1376509703,campos,gerry,02169,quincy,MA,obstetrics/gynecology,943,32.0,3.39,0.0,2013
106,1386612059,goulart,anne,02169,quincy,MA,obstetrics/gynecology,212,0.0,0.0,0.0,2013
107,1386645679,cullinane,cynthia,02169,quincy,MA,internal medicine,7104,196.0,2.76,39.0,2013
108,1396889085,papajiannis,seraphim,02169,quincy,MA,internal medicine,47,0.0,0.0,0.0,2013
109,1396963518,finnerty,catherine,02169,quincy,MA,nurse practitioner,300,73.0,24.33,16.0,2013
110,1396974812,moreira,helen,02169,quincy,MA,ophthalmology,112,0.0,0.0,0.0,2013
111,1407040637,matarazzo,stephen,02169,quincy,MA,dentist,24,0.0,0.0,0.0,2013
112,1407857378,jenest,helen,02169,quincy,MA,nurse practitioner,484,23.0,4.75,,2013
113,1407882996,shturman,milana,02169,quincy,MA,pulmonary disease,586,0.0,0.0,0.0,2013
114,1417066101,basile,mary ann,02169,quincy,MA,dentist,11,,,0.0,2013
115,1417994450,menezes,maria vera,02169,quincy,MA,psychiatry,1209,0.0,0.0,0.0,2013
116,1427047828,le,trang,02169,quincy,MA,internal medicine,2564,51.0,1.99,,2013
117,1427056043,fung,claire,02169,quincy,MA,diagnostic radiology,65,23.0,35.38,,2013
118,1427059831,berrick,alan,02169,quincy,MA,cardiology,4260,80.0,1.88,17.0,2013
119,1427070036,evans,james,02169,quincy,MA,psychiatry,152,0.0,0.0,0.0,2013
120,1437138716,kaleli,adnan,02169,quincy,MA,urology,581,,,0.0,2013
121,1437145034,chao,cindy,02169,quincy,MA,ophthalmology,1182,,,0.0,2013
122,1437262128,lam,helene,02169,quincy,MA,ophthalmology,1900,,,0.0,2013
123,1447205265,dabuzhsky,leonid,02169,quincy,MA,orthopedic surgery,45,25.0,55.56,0.0,2013
124,1447212972,lustbader,david,02169,quincy,MA,oral surgery (dentists only),265,63.0,23.77,0.0,2013
125,1447249453,ditullio,robert,02169,quincy,MA,specialist,16,0.0,0.0,0.0,2013
126,1447260138,bonner,margaret,02169,quincy,MA,certified clinical nurse specialist,99,0.0,0.0,0.0,2013
127,1447389622,gonzales,cesar,02169,quincy,MA,general practice,15,0.0,0.0,0.0,2013
128,1447442082,balasundaram,kiruthika,02169,quincy,MA,internal medicine,83,,,0.0,2013
129,1457340671,lee,suo,02169,quincy,MA,internal medicine,2458,27.0,1.1,0.0,2013
130,1457405623,taylor,jennifer,02169,quincy,MA,dentist,246,57.0,23.17,0.0,2013
131,1457491920,healey,allison,02169,quincy,MA,physician assistant,47,20.0,42.55,0.0,2013
132,1467406405,carey,jennifer,02169,quincy,MA,physician assistant,193,50.0,25.91,0.0,2013
133,1467427484,ducach,george,02169,quincy,MA,podiatry,115,,,0.0,2013
134,1467442186,dragone,anthony,02169,quincy,MA,general surgery,379,122.0,32.19,0.0,2013
135,1467443861,mulkern,john,02169,quincy,MA,family practice,888,59.0,6.64,0.0,2013
136,1467459321,barthold,harold,02169,quincy,MA,radiation oncology,40,12.0,30.0,0.0,2013
137,1467886960,montefusco-beldner,gina,02169,quincy,MA,physician assistant,14,0.0,0.0,0.0,2013
138,1477554251,nielsen,steven,02169,quincy,MA,ophthalmology,2504,,,0.0,2013
139,1477565034,kadesh,jeffrey,02169,quincy,MA,dentist,47,,,0.0,2013
140,1487613576,dunn,hazel,02169,quincy,MA,nurse practitioner,1666,22.0,1.32,,2013
141,1487642732,gupta,shuchi,02169,quincy,MA,family practice,1175,37.0,3.15,,2013
142,1487707428,wessman,stacey,02169,quincy,MA,obstetrics/gynecology,63,,,0.0,2013
143,1487894614,callahan,margaret,02169,quincy,MA,certified clinical nurse specialist,42,,,0.0,2013
144,1487961801,qian,mary,02169,quincy,MA,dentist,20,,,0.0,2013
145,1497705065,tarpy,stephen,02169,quincy,MA,pulmonary disease,6494,314.0,4.84,101.0,2013
146,1497746507,friedensohn,peter,02169,quincy,MA,otolaryngology,491,,,0.0,2013
147,1497806749,evanchuk,darren,02169,quincy,MA,hematology/oncology,483,80.0,16.56,30.0,2013
148,1497913826,namiranian,mandana,02169,quincy,MA,otolaryngology,711,,,0.0,2013
149,1508000803,kullak,jaime,02169,quincy,MA,nurse practitioner,24,,,0.0,2013
150,1508054248,shukla,anita,02169,quincy,MA,ophthalmology,500,,,0.0,2013
151,1508872946,kim,simon,02169,quincy,MA,internal medicine,39,0.0,0.0,0.0,2013
152,1508875956,dubin,stephen,02169,quincy,MA,psychiatry,3894,18.0,0.46,,2013
153,1508934548,wong,patricia,02169,quincy,MA,physical therapist,32,,,0.0,2013
154,1518030550,sapak,jan,02169,quincy,MA,dentist,19,,,0.0,2013
155,1518042217,smith nasiff,dana,02169,quincy,MA,podiatry,22,,,0.0,2013
156,1518158591,abboud,carlos,02169,quincy,MA,dentist,430,85.0,19.77,0.0,2013
157,1518267525,le,xuan khanh,02169,quincy,MA,dentist,18,,,0.0,2013
158,1518956051,dart,robert,02169,quincy,MA,emergency medicine,238,76.0,31.93,0.0,2013
159,1538134564,pressberg,robert,02169,quincy,MA,cardiology,3316,58.0,1.75,,2013
160,1538159579,o'keefe,deborah,02169,quincy,MA,internal medicine,10928,484.0,4.43,100.0,2013
161,1538160684,mullen,cecilia,02169,quincy,MA,nurse practitioner,476,16.0,3.36,0.0,2013
162,1538257704,lordan,barbara,02169,quincy,MA,nurse practitioner,83,15.0,18.07,,2013
163,1538262761,jian seyedahmadi,babak,02169,quincy,MA,ophthalmology,369,15.0,4.07,0.0,2013
164,1538403258,jeong,seong wook,02169,quincy,MA,dentist,50,11.0,22.0,0.0,2013
165,1548235583,schwartz,charles,02169,quincy,MA,internal medicine,566,0.0,0.0,0.0,2013
166,1548290653,garber,robert,02169,quincy,MA,oral surgery (dentists only),200,113.0,56.5,0.0,2013
167,1548321235,lozada,italo,02169,quincy,MA,dentist,313,77.0,24.6,0.0,2013
168,1558583583,pavlicic,katarina,02169,quincy,MA,dentist,42,,,0.0,2013
169,1568419356,call,brigida,02169,quincy,MA,internal medicine,5769,157.0,2.72,12.0,2013
170,1568456291,borodic,gary,02169,quincy,MA,ophthalmology,791,,,0.0,2013
171,1568463248,milch,catherine,02169,quincy,MA,internal medicine,12,0.0,0.0,0.0,2013
172,1568463990,hoernle,nils,02169,quincy,MA,internal medicine,2414,31.0,1.28,,2013
173,1568601078,brown,margaret,02169,quincy,MA,nurse practitioner,2214,208.0,9.39,43.0,2013
174,1578552014,sloan,sharon,02169,quincy,MA,emergency medicine,37,14.0,37.84,0.0,2013
175,1588646061,dobroski,david,02169,quincy,MA,internal medicine,322,0.0,0.0,0.0,2013
176,1588652093,anderson,mark,02169,quincy,MA,hematology/oncology,422,79.0,18.72,22.0,2013
177,1598001984,hufnagle,lauren,02169,quincy,MA,physician assistant,179,44.0,24.58,0.0,2013
178,1598773426,dolan,carolyn,02169,quincy,MA,nurse practitioner,965,133.0,13.78,24.0,2013
179,1598830689,beckett,william,02169,quincy,MA,licensed clinical social worker,298,,,0.0,2013
180,1598839912,brustin,steven,02169,quincy,MA,dentist,19,0.0,0.0,0.0,2013
181,1609003102,chaparro rincon,andres,02169,quincy,MA,psychiatry,617,0.0,0.0,0.0,2013
182,1609805951,mazzaferro,richard,02169,quincy,MA,physical medicine and rehabilitation,103,57.0,55.34,0.0,2013
183,1609859990,strazzulla,domenic,02169,quincy,MA,ophthalmology,3995,,,0.0,2013
184,1609915107,freedman,mark,02169,quincy,MA,physician assistant,609,42.0,6.9,,2013
185,1619902772,lawrence,sheila,02169,quincy,MA,internal medicine,3049,72.0,2.36,,2013
186,1629003686,mccarthy,elise bilodeau,02169,quincy,MA,dermatology,237,0.0,0.0,0.0,2013
187,1629046016,saliba,nicolas,02169,quincy,MA,obstetrics/gynecology,114,,,0.0,2013
188,1629209135,salvucci,caitrin,02169,quincy,MA,nurse practitioner,405,0.0,0.0,0.0,2013
189,1629251749,champion,craig,02169,quincy,MA,obstetrics/gynecology,193,,,0.0,2013
190,1629394101,lawson,sarah,02169,quincy,MA,emergency medicine,77,25.0,32.47,0.0,2013
191,1639168172,mcelroy,stephen,02169,quincy,MA,emergency medicine,194,71.0,36.6,,2013
192,1639168719,pareja,jaime,02169,quincy,MA,internal medicine,966,,,0.0,2013
193,1639180037,holte,kristin,02169,quincy,MA,registered nurse,140,23.0,16.43,0.0,2013
194,1639194947,reiner,richard,02169,quincy,MA,psychiatry,8148,0.0,0.0,0.0,2013
195,1639195225,jodoin,dennis,02169,quincy,MA,dentist,238,,,0.0,2013
196,1649278136,heemstra,valerie,02169,quincy,MA,family practice,3732,293.0,7.85,,2013
197,1649295957,sinar,kathleen,02169,quincy,MA,certified clinical nurse specialist,2994,0.0,0.0,0.0,2013
198,1659360899,mckee,shelley,02169,quincy,MA,ophthalmology,964,0.0,0.0,0.0,2013
199,1659372787,goldin,dennis,02169,quincy,MA,rheumatology,6625,187.0,2.82,,2013
200,1659503811,guerra,maria cecilia,02169,quincy,MA,dentist,26,,,0.0,2013
201,1669461786,wasson,paul,02169,quincy,MA,ophthalmology,3569,0.0,0.0,0.0,2013
202,1669473955,black,richard,02169,quincy,MA,internal medicine,7783,189.0,2.43,14.0,2013
203,1669598413,thomas,maryanne,02169,quincy,MA,dentist,80,19.0,23.75,0.0,2013
204,1679569321,larocca,vito,02169,quincy,MA,ophthalmology,87,,,0.0,2013
205,1689643108,serino,gillian,02169,quincy,MA,nurse practitioner,271,50.0,18.45,13.0,2013
206,1699742643,metzger,amanda,02169,quincy,MA,obstetrics/gynecology,150,,,0.0,2013
207,1699758896,musto,paul,02169,quincy,MA,hematology/oncology,534,74.0,13.86,14.0,2013
208,1699762740,miller,barry,02169,quincy,MA,hematology/oncology,4358,297.0,6.82,33.0,2013
209,1699765396,stejna,jessica,02169,quincy,MA,optometry,46,0.0,0.0,0.0,2013
210,1710976840,carroll,john,02169,quincy,MA,ophthalmology,37,0.0,0.0,0.0,2013
211,1720013725,kahn,steven,02169,quincy,MA,dermatology,201,0.0,0.0,0.0,2013
212,1720089683,green,marilyn,02169,quincy,MA,nurse practitioner,498,16.0,3.21,0.0,2013
213,1720201965,giordani,sharon,02169,quincy,MA,nurse practitioner,346,133.0,38.44,40.0,2013
214,1720263734,lau,kayao,02169,quincy,MA,nurse practitioner,402,38.0,9.45,14.0,2013
215,1730194226,gogstetter,darin,02169,quincy,MA,dermatology,224,0.0,0.0,0.0,2013
216,1730258203,skerrett-parker,desry,02169,quincy,MA,nurse practitioner,1186,0.0,0.0,0.0,2013
217,1730355470,pretorius,abraham,02169,quincy,MA,dentist,31,,,0.0,2013
218,1730474826,lamour,isabel,02169,quincy,MA,internal medicine,484,,,0.0,2013
219,1730527474,deschrijver,antoin,02169,quincy,MA,physician assistant,32,0.0,0.0,0.0,2013
220,1740219195,accardi,alexandra,02169,quincy,MA,psychiatry,5438,17.0,0.31,,2013
221,1740270693,weinhaus,richard,02169,quincy,MA,ophthalmology,1753,,,0.0,2013
222,1740279991,oates,dale,02169,quincy,MA,ophthalmology,4231,,,0.0,2013
223,1740486406,gee,annie,02169,quincy,MA,physician assistant,61,,,0.0,2013
224,1740504539,parikh,tanvi,02169,quincy,MA,dermatology,44,0.0,0.0,0.0,2013
225,1750399374,lin,chien,02169,quincy,MA,internal medicine,878,30.0,3.42,0.0,2013
226,1750479739,kayali,mohamed,02169,quincy,MA,dentist,29,,,0.0,2013
227,1760415509,shea,victoria,02169,quincy,MA,psychiatry,3497,0.0,0.0,0.0,2013
228,1760417778,glynn,donna,02169,quincy,MA,nurse practitioner,4202,178.0,4.24,17.0,2013
229,1760533061,gu,michael,02169,quincy,MA,oral surgery (dentists only),127,45.0,35.43,0.0,2013
230,1760576250,abdulwaheed,abdullaibrahim,02169,quincy,MA,dentist,16,,,0.0,2013
231,1770551442,rich,luanne,02169,quincy,MA,obstetrics/gynecology,202,0.0,0.0,0.0,2013
232,1770741761,pollard,vanessa,02169,quincy,MA,physician assistant,120,0.0,0.0,0.0,2013
233,1770753022,jacobs,jeanne,02169,quincy,MA,physician assistant,121,11.0,9.09,,2013
234,1780644534,ho,simon,02169,quincy,MA,internal medicine,3432,339.0,9.88,16.0,2013
235,1780683276,baig,mirza,02169,quincy,MA,internal medicine,2944,133.0,4.52,38.0,2013
236,1780733865,kavanagh,shelagh,02169,quincy,MA,dentist,47,,,0.0,2013
237,1780860429,pellino,katerina,02169,quincy,MA,dentist,12,0.0,0.0,0.0,2013
238,1801048921,o'brien,katie,02169,quincy,MA,nurse practitioner,211,0.0,0.0,0.0,2013
239,1801822564,mishkin,daniel,02169,quincy,MA,gastroenterology,383,0.0,0.0,0.0,2013
240,1801879002,may,sarah,02169,quincy,MA,hematology/oncology,517,47.0,9.09,,2013
241,1811985633,ostrem,mark,02169,quincy,MA,internal medicine,18590,526.0,2.83,74.0,2013
242,1811986060,mandeville,john,02169,quincy,MA,ophthalmology,1298,156.0,12.02,0.0,2013
243,1821047713,rippberger,charles,02169,quincy,MA,internal medicine,21444,382.0,1.78,22.0,2013
244,1821089921,lazor,john,02169,quincy,MA,general surgery,517,20.0,3.87,0.0,2013
245,1821115544,driscoll,michael,02169,quincy,MA,physician assistant,16,,,0.0,2013
246,1821174046,dalton,john,02169,quincy,MA,gastroenterology,4736,193.0,4.08,11.0,2013
247,1831402957,mingel,marc,02169,quincy,MA,dentist,42,17.0,40.48,0.0,2013
248,1841213378,reddy,sailaja,02169,quincy,MA,internal medicine,117,20.0,17.09,,2013
249,1841235686,lukoff,marshall,02169,quincy,MA,podiatry,354,,,0.0,2013
250,1841287174,fontaine,nicolette,02169,quincy,MA,internal medicine,2114,64.0,3.03,,2013
251,1851366165,sheff,daniel,02169,quincy,MA,internal medicine,3785,256.0,6.76,14.0,2013
252,1851392971,berman,neil,02169,quincy,MA,cardiology,3505,111.0,3.17,0.0,2013
253,1851428452,gaito,cindy,02169,quincy,MA,nurse practitioner,29,0.0,0.0,0.0,2013
254,1851474951,post,christopher,02169,quincy,MA,family practice,850,34.0,4.0,,2013
255,1851495006,smith,mary,02169,quincy,MA,certified clinical nurse specialist,5172,0.0,0.0,0.0,2013
256,1851664429,colozzo,christopher,02169,quincy,MA,physician assistant,195,11.0,5.64,0.0,2013
257,1861478505,ward,harry,02169,quincy,MA,internal medicine,13247,419.0,3.16,30.0,2013
258,1861610610,peterson,karen,02169,quincy,MA,physician assistant,1470,21.0,1.43,0.0,2013
259,1861617151,lyder,donna,02169,quincy,MA,certified clinical nurse specialist,83,,,,2013
260,1871551531,oates,daniel,02169,quincy,MA,internal medicine,2902,43.0,1.48,0.0,2013
261,1871668640,kenneth m reed md pc,,02169,quincy,MA,dermatology,22,0.0,0.0,0.0,2013
262,1881648889,delcupolo,mary anne,02169,quincy,MA,dentist,17,0.0,0.0,0.0,2013
263,1881886323,penney,kristen,02169,quincy,MA,nurse practitioner,866,26.0,3.0,0.0,2013
264,1881979730,blake,jenna,02169,quincy,MA,physician assistant,117,32.0,27.35,0.0,2013
265,1891008397,carlsson,sven-christian,02169,quincy,MA,optometry,25,0.0,0.0,0.0,2013
266,1891079836,guo moran,yueling,02169,quincy,MA,internal medicine,66,,,0.0,2013
267,1891701801,perry,robert,02169,quincy,MA,emergency medicine,203,55.0,27.09,,2013
268,1891795811,hopwood,mary,02169,quincy,MA,nurse practitioner,856,50.0,5.84,,2013
269,1891844981,shah,pankaj,02169,quincy,MA,obstetrics/gynecology,41,,,0.0,2013
270,1902033731,wang,ying,02169,quincy,MA,psychiatry & neurology,132,0.0,0.0,0.0,2013
271,1902035280,sun,jenny,02169,quincy,MA,internal medicine,1043,29.0,2.78,0.0,2013
272,1902168842,haigh,douglas,02169,quincy,MA,optometry,29,0.0,0.0,0.0,2013
273,1912995945,badlissi,antoine,02169,quincy,MA,pulmonary disease,1472,14.0,0.95,,2013
274,1922055664,mcham,mary lisa,02169,quincy,MA,ophthalmology,3447,,,0.0,2013
275,1932307840,chu,sofia,02169,quincy,MA,family practice,4752,285.0,6.0,55.0,2013
276,1942200043,goodman,gerri,02169,quincy,MA,ophthalmology,1184,0.0,0.0,0.0,2013
277,1942200324,benoit,jeanne,02169,quincy,MA,nurse practitioner,306,19.0,6.21,0.0,2013
278,1942201066,noonan,robert,02169,quincy,MA,cardiology,4856,147.0,3.03,13.0,2013
279,1942229935,razzak,abdul,02169,quincy,MA,internal medicine,462,57.0,12.34,12.0,2013
280,1942234091,dersarkissian,raffi,02169,quincy,MA,plastic and reconstructive surgery,43,15.0,34.88,0.0,2013
281,1942277991,shakr,christo,02169,quincy,MA,obstetrics/gynecology,148,,,0.0,2013
282,1942298971,berenberg,mark,02169,quincy,MA,internal medicine,244,,,,2013
283,1962435248,banfield,maryanne,02169,quincy,MA,nurse practitioner,49,0.0,0.0,0.0,2013
284,1962536805,chan,nathaniel,02169,quincy,MA,dentist,32,,,0.0,2013
285,1962720219,morin,sandra,02169,quincy,MA,dentist,37,,,0.0,2013
286,1962840512,gadgil,saudamini,02169,quincy,MA,dentist,26,12.0,46.15,,2013
287,1972504298,einstein,kenneth,02169,quincy,MA,internal medicine,5283,102.0,1.93,,2013
288,1972541282,cohen,eric,02169,quincy,MA,gastroenterology,1995,28.0,1.4,0.0,2013
289,1972562387,rao,edward,02169,quincy,MA,obstetrics/gynecology,78,,,0.0,2013
290,1972586022,cleary,kathleen,02169,quincy,MA,optometry,16,0.0,0.0,0.0,2013
291,1972592418,sinclair,anna,02169,quincy,MA,emergency medicine,125,27.0,21.6,0.0,2013
292,1972944379,nguyen,julia,02169,quincy,MA,nurse practitioner,11,0.0,0.0,0.0,2013
293,1982636403,bott,andrew,02169,quincy,MA,psychiatry,273,,,,2013
