,npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
34,1104867647,pasciucco,john,02169,quincy,MA,dentist,38,0.0,0.0,0.0,2016
35,1104891134,salzman,robert,02169,quincy,MA,internal medicine,4562,183.0,4.01,,2016
36,1114084191,broderick,genevieve,02169,quincy,MA,plastic and reconstructive surgery,161,,,0.0,2016
37,1114088051,affara,nicholas,02169,quincy,MA,dentist,11,0.0,0.0,0.0,2016
38,1114917879,fitzgerald,thomas,02169,quincy,MA,general surgery,137,38.0,27.74,0.0,2016
39,1124017660,moreau,christina,02169,quincy,MA,emergency medicine,50,,,0.0,2016
40,1124182233,ney,erin,02169,quincy,MA,internal medicine,1226,23.0,1.88,23.0,2016
41,1124271382,gorham,winna,02169,quincy,MA,dentist,113,29.0,25.66,0.0,2016
42,1134196033,nankin,mark,02169,quincy,MA,dentist,24,0.0,0.0,0.0,2016
43,1134301567,mishkin,danielle,02169,quincy,MA,physician assistant,298,,,0.0,2016
44,1134362619,ridgeway,karyn,02169,quincy,MA,emergency medicine,122,37.0,30.33,0.0,2016
45,1134530447,cai,thien van,02169,quincy,MA,physician assistant,53,0.0,0.0,0.0,2016
46,1144247792,chaimattayompol,nopsaran,02169,quincy,MA,dentist,13,,,0.0,2016
47,1144393208,elkadry,ekbal,02169,quincy,MA,dentist,98,,,0.0,2016
48,1154437010,wadhwani,rita,02169,quincy,MA,family practice,57,0.0,0.0,0.0,2016
49,1154472926,mc crory,dennis,02169,quincy,MA,psychiatry & neurology,81,0.0,0.0,0.0,2016
50,1154475416,hootnick,lewis,02169,quincy,MA,dentist,44,,,0.0,2016
51,1154621860,fong,ryan,02169,quincy,MA,physician assistant,208,14.0,6.73,0.0,2016
52,1164617312,baird,alexis,02169,quincy,MA,nurse practitioner,586,24.0,4.1,,2016
53,1174509004,delgado,leyda,02169,quincy,MA,internal medicine,6375,270.0,4.24,34.0,2016
54,1174577928,grilli,alex,02169,quincy,MA,otolaryngology,586,40.0,6.83,0.0,2016
55,1174584908,mani,obli,02169,quincy,MA,internal medicine,4228,153.0,3.62,,2016
56,1174715957,saintelien,cyllene,02169,quincy,MA,nurse practitioner,303,,,0.0,2016
57,1174760326,deng,shaohua,02169,quincy,MA,nurse practitioner,440,106.0,24.09,,2016
58,1184613192,dacey,mark,02169,quincy,MA,ophthalmology,351,0.0,0.0,0.0,2016
59,1184630857,farah,walid,02169,quincy,MA,internal medicine,4598,144.0,3.13,39.0,2016
60,1184714115,perlick,wynn,02169,quincy,MA,podiatry,93,12.0,12.9,0.0,2016
61,1184788580,hammoud,zaher,02169,quincy,MA,dentist,85,20.0,23.53,0.0,2016
62,1184817124,dowd,christine,02169,quincy,MA,physician assistant,16,0.0,0.0,0.0,2016
63,1184947772,jules,marlyn,02169,quincy,MA,nurse practitioner,367,0.0,0.0,0.0,2016
64,1194792853,nankin,gary,02169,quincy,MA,dentist,15,0.0,0.0,0.0,2016
65,1194847087,bondar,stella,02169,quincy,MA,dentist,45,,,0.0,2016
66,1194881052,hahn,james,02169,quincy,MA,optometry,44,0.0,0.0,0.0,2016
67,1205039997,gordian,amparo,02169,quincy,MA,internal medicine,5036,166.0,3.3,,2016
68,1205884475,caruso,christian,02169,quincy,MA,internal medicine,222,20.0,9.01,,2016
69,1205991551,nandi,priya,02169,quincy,MA,general practice,3591,11.0,0.31,,2016
70,1215347224,huynh,nghi,02169,quincy,MA,nurse practitioner,1204,19.0,1.58,,2016
71,1215362058,murphy,sheila,02169,quincy,MA,physician assistant,168,28.0,16.67,0.0,2016
72,1215926498,rizkalla,ramy,02169,quincy,MA,ophthalmology,2894,0.0,0.0,0.0,2016
73,1235161779,maier,irena,02169,quincy,MA,gastroenterology,764,0.0,0.0,0.0,2016
74,1235390451,vincent,carole,02169,quincy,MA,internal medicine,1119,25.0,2.23,0.0,2016
75,1235432501,pfeiffer,richard,02169,quincy,MA,nurse practitioner,2733,356.0,13.03,79.0,2016
76,1245488105,bentahar,imane,02169,quincy,MA,family practice,760,52.0,6.84,,2016
77,1245606441,nagy,jessica,02169,quincy,MA,nurse practitioner,20,0.0,0.0,0.0,2016
78,1255321253,marquis,richard,02169,quincy,MA,internal medicine,17075,403.0,2.36,43.0,2016
79,1255354049,altekruse,philip,02169,quincy,MA,psychiatry & neurology,58,0.0,0.0,0.0,2016
80,1255360624,sikka,shobha,02169,quincy,MA,obstetrics & gynecology,104,,,0.0,2016
81,1255660684,pettigrew,schree,02169,quincy,MA,nurse practitioner,3422,,,0.0,2016
82,1275542920,nicholson,lani,02169,quincy,MA,psychiatry,2895,0.0,0.0,0.0,2016
83,1275571499,lotufo,david,02169,quincy,MA,ophthalmology,4576,,,0.0,2016
84,1275591257,hemady,zuhayr,02169,quincy,MA,pediatric medicine,270,0.0,0.0,0.0,2016
85,1275665135,ren,xinping,02169,quincy,MA,internal medicine,2414,57.0,2.36,,2016
86,1285635979,drew,nancy,02169,quincy,MA,internal medicine,4788,110.0,2.3,,2016
87,1285661652,chou,james,02169,quincy,MA,gastroenterology,1084,0.0,0.0,0.0,2016
88,1285799726,nicklas,richard,02169,quincy,MA,physician assistant,680,15.0,2.21,0.0,2016
89,1285855049,lacy,blair,02169,quincy,MA,obstetrics & gynecology,13,,,0.0,2016
90,1285871087,mcdonnell,mary ann,02169,quincy,MA,certified clinical nurse specialist,726,0.0,0.0,0.0,2016
91,1295731032,gupta,alicja,02169,quincy,MA,internal medicine,144,0.0,0.0,0.0,2016
92,1295757268,vonnegut,mark,02169,quincy,MA,pediatric medicine,18,,,0.0,2016
93,1295767721,wen,yanping,02169,quincy,MA,internal medicine,1209,,,0.0,2016
94,1295775732,reed,kenneth,02169,quincy,MA,dermatology,564,,,0.0,2016
95,1295804169,ryan,robert,02169,quincy,MA,dentist,50,0.0,0.0,0.0,2016
96,1306013339,kuohung,victoria,02169,quincy,MA,dermatology,411,0.0,0.0,0.0,2016
97,1306105283,shroff,shawn,02169,quincy,MA,internal medicine,571,21.0,3.68,,2016
98,1306276290,straight,ashley,02169,quincy,MA,physician assistant,382,,,0.0,2016
99,1316090400,stevens,jane,02169,quincy,MA,nurse practitioner,33,0.0,0.0,0.0,2016
100,1316236532,miller,lindsay,02169,quincy,MA,obstetrics & gynecology,45,0.0,0.0,0.0,2016
101,1316999683,valente,elisa,02169,quincy,MA,gastroenterology,370,0.0,0.0,0.0,2016
102,1326012576,bhatti,nasir,02169,quincy,MA,pulmonary disease,266,,,0.0,2016
103,1326049065,weinberg,robert,02169,quincy,MA,internal medicine,5425,504.0,9.29,85.0,2016
104,1326087412,ambrus,peter,02169,quincy,MA,otolaryngology,495,14.0,2.83,0.0,2016
105,1326485988,barbosa,julia,02169,quincy,MA,nurse practitioner,784,50.0,6.38,,2016
106,1336105022,dicecca,charles,02169,quincy,MA,orthopedic surgery,94,23.0,24.47,0.0,2016
107,1336206283,khan,saima,02169,quincy,MA,internal medicine,5136,110.0,2.14,14.0,2016
108,1336241751,mehta,ankur,02169,quincy,MA,medical oncology,746,70.0,9.38,28.0,2016
109,1336410398,chen,jie,02169,quincy,MA,physician assistant,412,0.0,0.0,0.0,2016
110,1336558063,liu,richard,02169,quincy,MA,dentist,17,,,0.0,2016
111,1346239431,snebold,neal,02169,quincy,MA,ophthalmology,2172,0.0,0.0,0.0,2016
112,1346507084,xie,eileen,02169,quincy,MA,dentist,85,,,0.0,2016
113,1356332472,reardon,edward,02169,quincy,MA,otolaryngology,391,11.0,2.81,0.0,2016
114,1356332985,irons,david,02169,quincy,MA,pediatric medicine,16,0.0,0.0,0.0,2016
115,1356528111,nagle,christopher,02169,quincy,MA,preventive medicine,80,0.0,0.0,0.0,2016
116,1356599583,spissinger,jessica,02169,quincy,MA,physician assistant,391,,,0.0,2016
117,1366433328,konowitz,paul,02169,quincy,MA,otolaryngology,247,22.0,8.91,0.0,2016
118,1366459588,kim,maria,02169,quincy,MA,internal medicine,900,,,0.0,2016
119,1366508202,haddad,chia,02169,quincy,MA,otolaryngology,226,11.0,4.87,0.0,2016
120,1366825838,krupski,amy,02169,quincy,MA,nurse practitioner,296,0.0,0.0,0.0,2016
121,1376509703,campos,gerry,02169,quincy,MA,obstetrics & gynecology,1422,43.0,3.02,0.0,2016
122,1376952697,lau,howard,02169,quincy,MA,dentist,32,0.0,0.0,0.0,2016
123,1386045557,roohi,sobia,02169,quincy,MA,dentist,80,,,0.0,2016
124,1386645679,cullinane,cynthia,02169,quincy,MA,internal medicine,9513,215.0,2.26,37.0,2016
125,1386933117,larrabee,yuna,02169,quincy,MA,otolaryngology,38,14.0,36.84,0.0,2016
126,1396963518,finnerty,catherine,02169,quincy,MA,nurse practitioner,4332,295.0,6.81,20.0,2016
127,1396974812,moreira,helen,02169,quincy,MA,ophthalmology,725,,,0.0,2016
128,1407040637,matarazzo,stephen,02169,quincy,MA,dentist,28,,,0.0,2016
129,1407135577,barrett,molly,02169,quincy,MA,dentist,31,,,0.0,2016
130,1407808942,pozaic,susan,02169,quincy,MA,nurse practitioner,20,0.0,0.0,0.0,2016
131,1407857378,jenest,helen,02169,quincy,MA,nurse practitioner,406,15.0,3.69,0.0,2016
132,1407882996,shturman,milana,02169,quincy,MA,pulmonary disease,1824,,,0.0,2016
133,1407914708,skiadas,christine,02169,quincy,MA,obstetrics & gynecology,13,0.0,0.0,0.0,2016
134,1417066101,basile,mary ann,02169,quincy,MA,dentist,26,0.0,0.0,0.0,2016
135,1427047828,le,trang,02169,quincy,MA,internal medicine,4065,65.0,1.6,0.0,2016
136,1427056043,fung,claire,02169,quincy,MA,diagnostic radiology,114,,,,2016
137,1427059831,berrick,alan,02169,quincy,MA,cardiovascular disease (cardiology),3916,77.0,1.97,22.0,2016
138,1427070036,evans,james,02169,quincy,MA,psychiatry,283,0.0,0.0,0.0,2016
139,1437138716,kaleli,adnan,02169,quincy,MA,urology,482,,,0.0,2016
140,1437145034,chao,cindy,02169,quincy,MA,ophthalmology,1121,0.0,0.0,0.0,2016
141,1437447182,shawki,sarah,02169,quincy,MA,obstetrics & gynecology,34,,,0.0,2016
142,1447212972,lustbader,david,02169,quincy,MA,oral surgery (dentists only),315,38.0,12.06,0.0,2016
143,1447260138,bonner,margaret,02169,quincy,MA,certified clinical nurse specialist,93,0.0,0.0,0.0,2016
144,1447691118,schaefer,vivian,02169,quincy,MA,optometry,18,0.0,0.0,0.0,2016
145,1457340671,lee,suo,02169,quincy,MA,internal medicine,2884,61.0,2.12,,2016
146,1457405623,taylor,jennifer,02169,quincy,MA,dentist,269,66.0,24.54,0.0,2016
147,1457491920,healey,allison,02169,quincy,MA,physician assistant,15,,,0.0,2016
148,1467427484,ducach,george,02169,quincy,MA,podiatry,161,,,0.0,2016
149,1467442186,dragone,anthony,02169,quincy,MA,general surgery,265,33.0,12.45,0.0,2016
150,1467443861,mulkern,john,02169,quincy,MA,family practice,1136,40.0,3.52,0.0,2016
151,1467459321,barthold,harold,02169,quincy,MA,radiation oncology,65,,,,2016
152,1467835660,doan,dung,02169,quincy,MA,dentist,13,0.0,0.0,0.0,2016
153,1477554251,nielsen,steven,02169,quincy,MA,ophthalmology,2805,,,0.0,2016
154,1477565034,kadesh,jeffrey,02169,quincy,MA,dentist,50,,,0.0,2016
155,1487063905,kanthan,riti,02169,quincy,MA,dentist,21,,,0.0,2016
156,1487613576,dunn,hazel,02169,quincy,MA,nurse practitioner,900,,,0.0,2016
157,1487642732,gupta,shuchi,02169,quincy,MA,family practice,2139,89.0,4.16,0.0,2016
158,1487707428,wessman,stacey,02169,quincy,MA,obstetrics & gynecology,70,,,0.0,2016
159,1487894614,callahan,margaret,02169,quincy,MA,certified clinical nurse specialist,2995,0.0,0.0,0.0,2016
160,1497705065,tarpy,stephen,02169,quincy,MA,pulmonary disease,5358,144.0,2.69,,2016
161,1497746507,friedensohn,peter,02169,quincy,MA,otolaryngology,418,0.0,0.0,0.0,2016
162,1497789986,lee,brian,02169,quincy,MA,dentist,20,0.0,0.0,0.0,2016
163,1497806749,evanchuk,darren,02169,quincy,MA,hematology-oncology,365,60.0,16.44,17.0,2016
164,1497913826,namiranian,mandana,02169,quincy,MA,otolaryngology,946,,,0.0,2016
165,1508000803,kullak,jaime,02169,quincy,MA,nurse practitioner,39,0.0,0.0,0.0,2016
166,1508247701,alazizi,omar,02169,quincy,MA,dentist,34,,,0.0,2016
167,1508872946,kim,simon,02169,quincy,MA,internal medicine,19,0.0,0.0,0.0,2016
168,1508875956,dubin,stephen,02169,quincy,MA,psychiatry,2838,,,0.0,2016
169,1508934548,wong,patricia,02169,quincy,MA,physical therapist,11,0.0,0.0,0.0,2016
170,1518030550,sapak,jan,02169,quincy,MA,dentist,26,,,0.0,2016
171,1518158591,abboud,carlos,02169,quincy,MA,dentist,850,172.0,20.24,0.0,2016
172,1518261718,hovaizi,neda,02169,quincy,MA,dentist,54,,,0.0,2016
173,1518267525,le,xuan khanh,02169,quincy,MA,dentist,16,0.0,0.0,0.0,2016
174,1518956051,dart,robert,02169,quincy,MA,emergency medicine,237,46.0,19.41,0.0,2016
175,1528059128,christian,james,02169,quincy,MA,pediatric medicine,11,0.0,0.0,0.0,2016
176,1528402070,morse,michelle,02169,quincy,MA,podiatry,14,,,0.0,2016
177,1528468972,fakhri,hamidreza,02169,quincy,MA,dentist,41,,,0.0,2016
178,1538134564,pressberg,robert,02169,quincy,MA,cardiovascular disease (cardiology),2023,11.0,0.54,,2016
179,1538159579,o'keefe,deborah,02169,quincy,MA,internal medicine,11944,607.0,5.08,108.0,2016
180,1538160684,mullen,cecilia,02169,quincy,MA,nurse practitioner,634,29.0,4.57,,2016
181,1538257704,lordan,barbara,02169,quincy,MA,nurse practitioner,183,43.0,23.5,,2016
182,1538262761,jian seyedahmadi,babak,02169,quincy,MA,ophthalmology,550,,,0.0,2016
183,1538403258,jeong,seong wook,02169,quincy,MA,dentist,15,,,0.0,2016
184,1548235583,schwartz,charles,02169,quincy,MA,gastroenterology,520,0.0,0.0,0.0,2016
185,1548290653,garber,robert,02169,quincy,MA,oral surgery (dentists only),208,104.0,50.0,0.0,2016
186,1548321235,lozada,italo,02169,quincy,MA,dentist,1187,244.0,20.56,0.0,2016
187,1558348631,rosen,marvin,02169,quincy,MA,orthopedic surgery,30,12.0,40.0,0.0,2016
188,1558583583,pavlicic,katarina,02169,quincy,MA,dentist,58,,,0.0,2016
189,1568419356,call,brigida,02169,quincy,MA,internal medicine,5206,119.0,2.29,17.0,2016
190,1568456291,borodic,gary,02169,quincy,MA,ophthalmology,936,,,,2016
191,1568463990,hoernle,nils,02169,quincy,MA,internal medicine,2323,17.0,0.73,0.0,2016
192,1568601078,brown,margaret,02169,quincy,MA,nurse practitioner,2466,182.0,7.38,28.0,2016
193,1578552014,sloan,sharon,02169,quincy,MA,emergency medicine,21,,,0.0,2016
194,1588646061,dobroski,david,02169,quincy,MA,internal medicine,671,,,0.0,2016
195,1598001984,hufnagle,lauren,02169,quincy,MA,physician assistant,109,23.0,21.1,0.0,2016
196,1598773426,dolan,carolyn,02169,quincy,MA,nurse practitioner,1002,88.0,8.78,,2016
197,1598839912,brustin,steven,02169,quincy,MA,dentist,36,0.0,0.0,0.0,2016
198,1609003102,chaparro rincon,andres,02169,quincy,MA,hospital (dmercs only),74,0.0,0.0,0.0,2016
199,1609805951,mazzaferro,richard,02169,quincy,MA,physical medicine and rehabilitation,124,52.0,41.94,0.0,2016
200,1609859990,strazzulla,domenic,02169,quincy,MA,ophthalmology,4448,0.0,0.0,0.0,2016
201,1609915107,freedman,mark,02169,quincy,MA,physician assistant,161,20.0,12.42,,2016
202,1619428372,poppe,alison,02169,quincy,MA,physician assistant,15,0.0,0.0,0.0,2016
203,1619902772,lawrence,sheila,02169,quincy,MA,internal medicine,453,,,0.0,2016
204,1629003686,mccarthy,elise bilodeau,02169,quincy,MA,dermatology,320,,,0.0,2016
205,1629046016,saliba,nicolas,02169,quincy,MA,obstetrics & gynecology,106,,,0.0,2016
206,1629209135,salvucci,caitrin,02169,quincy,MA,nurse practitioner,433,0.0,0.0,0.0,2016
207,1629251749,champion,craig,02169,quincy,MA,obstetrics & gynecology,140,,,0.0,2016
208,1629394101,lawson,sarah,02169,quincy,MA,emergency medicine,73,13.0,17.81,0.0,2016
209,1629457346,shu,timothy,02169,quincy,MA,dentist,62,,,0.0,2016
210,1639168172,mcelroy,stephen,02169,quincy,MA,emergency medicine,121,37.0,30.58,0.0,2016
211,1639168719,pareja,jaime,02169,quincy,MA,pulmonary disease,1656,,,0.0,2016
212,1639180037,holte,kristin,02169,quincy,MA,registered nurse,244,17.0,6.97,0.0,2016
213,1639194947,reiner,richard,02169,quincy,MA,psychiatry,6731,,,,2016
214,1639195225,jodoin,dennis,02169,quincy,MA,dentist,323,,,0.0,2016
215,1639208812,zonis,melvin,02169,quincy,MA,pediatric medicine,11,0.0,0.0,0.0,2016
216,1649278136,heemstra,valerie,02169,quincy,MA,family practice,224,0.0,0.0,0.0,2016
217,1649295957,sinar,kathleen,02169,quincy,MA,certified clinical nurse specialist,2773,0.0,0.0,0.0,2016
218,1649430422,yang,yi,02169,quincy,MA,dentist,736,13.0,1.77,0.0,2016
219,1649671876,francoeur,laura,02169,quincy,MA,nurse practitioner,11,,,0.0,2016
220,1659360899,mckee,shelley,02169,quincy,MA,ophthalmology,1285,0.0,0.0,0.0,2016
221,1659372787,goldin,dennis,02169,quincy,MA,internal medicine,1633,,,0.0,2016
222,1659621795,walsh,maureen,02169,quincy,MA,nurse practitioner,128,0.0,0.0,0.0,2016
223,1669461786,wasson,paul,02169,quincy,MA,ophthalmology,3821,,,0.0,2016
224,1669473955,black,richard,02169,quincy,MA,internal medicine,8046,202.0,2.51,13.0,2016
225,1669598413,thomas,maryanne,02169,quincy,MA,dentist,25,,,0.0,2016
226,1669865507,flanagan,rhianna,02169,quincy,MA,physician assistant,610,0.0,0.0,0.0,2016
227,1679536981,richardson,michelle,02169,quincy,MA,pediatric medicine,287,0.0,0.0,0.0,2016
228,1679569321,larocca,vito,02169,quincy,MA,ophthalmology,145,,,0.0,2016
229,1689643108,serino,gillian,02169,quincy,MA,nurse practitioner,291,58.0,19.93,18.0,2016
230,1699742643,metzger,amanda,02169,quincy,MA,obstetrics & gynecology,185,0.0,0.0,0.0,2016
231,1699759910,gales,george,02169,quincy,MA,internal medicine,4006,258.0,6.44,23.0,2016
232,1699765396,stejna,jessica,02169,quincy,MA,optometry,41,0.0,0.0,0.0,2016
233,1700257441,okebalama,kodilim,02169,quincy,MA,nurse practitioner,59,0.0,0.0,0.0,2016
234,1720201965,giordani,sharon,02169,quincy,MA,nurse practitioner,199,,,0.0,2016
235,1720263734,lau,kayao,02169,quincy,MA,nurse practitioner,589,55.0,9.34,17.0,2016
236,1730194226,gogstetter,darin,02169,quincy,MA,dermatology,232,0.0,0.0,0.0,2016
237,1730258203,skerrett-parker,desry,02169,quincy,MA,nurse practitioner,2238,0.0,0.0,0.0,2016
238,1730474826,lamour,isabel,02169,quincy,MA,internal medicine,1314,52.0,3.96,0.0,2016
239,1730527474,deschrijver,antoin,02169,quincy,MA,physician assistant,1087,0.0,0.0,0.0,2016
240,1730549197,picard,abby,02169,quincy,MA,physician assistant,14,,,0.0,2016
241,1740219195,accardi,alexandra,02169,quincy,MA,psychiatry,7264,,,0.0,2016
242,1740270693,weinhaus,richard,02169,quincy,MA,ophthalmology,43,0.0,0.0,0.0,2016
243,1740279991,oates,dale,02169,quincy,MA,ophthalmology,4556,0.0,0.0,0.0,2016
244,1740418466,wong,alan,02169,quincy,MA,internal medicine,820,0.0,0.0,0.0,2016
245,1740486406,gee,annie,02169,quincy,MA,physician assistant,190,,,0.0,2016
246,1750399374,lin,chien,02169,quincy,MA,internal medicine,2573,32.0,1.24,0.0,2016
247,1750479739,kayali,mohamed,02169,quincy,MA,dentist,102,,,0.0,2016
248,1760415509,shea,victoria,02169,quincy,MA,psychiatry,2842,0.0,0.0,0.0,2016
249,1760417778,glynn,donna,02169,quincy,MA,nurse practitioner,12,0.0,0.0,0.0,2016
250,1760518351,harrington,jessica,02169,quincy,MA,family practice,51,0.0,0.0,0.0,2016
251,1760533061,gu,michael,02169,quincy,MA,oral surgery (dentists only),145,54.0,37.24,,2016
252,1760576250,abdulwaheed,abdullaibrahim,02169,quincy,MA,dentist,26,0.0,0.0,0.0,2016
253,1760804603,mamakos,maria,02169,quincy,MA,nurse practitioner,11,0.0,0.0,0.0,2016
254,1770551442,rich,luanne,02169,quincy,MA,obstetrics & gynecology,228,0.0,0.0,0.0,2016
255,1770753022,jacobs,jeanne,02169,quincy,MA,physician assistant,56,,,0.0,2016
256,1770884991,kim,deborah,02169,quincy,MA,dentist,112,0.0,0.0,0.0,2016
257,1770984676,witwit,dhafar,02169,quincy,MA,dentist,47,,,0.0,2016
258,1780005710,fischer,lindsay,02169,quincy,MA,nurse practitioner,151,,,0.0,2016
259,1780644534,ho,simon,02169,quincy,MA,internal medicine,2920,335.0,11.47,23.0,2016
260,1780683276,baig,mirza,02169,quincy,MA,internal medicine,3933,84.0,2.14,,2016
261,1780733865,kavanagh,shelagh,02169,quincy,MA,dentist,40,0.0,0.0,0.0,2016
262,1790013910,stackpoole,mari,02169,quincy,MA,nurse practitioner,47,0.0,0.0,0.0,2016
263,1790121259,patel,neha,02169,quincy,MA,dentist,55,,,0.0,2016
264,1801048921,o'brien,katie,02169,quincy,MA,nurse practitioner,571,0.0,0.0,0.0,2016
265,1801208681,ma,susan,02169,quincy,MA,dentist,40,12.0,30.0,0.0,2016
266,1801822564,mishkin,daniel,02169,quincy,MA,gastroenterology,385,0.0,0.0,0.0,2016
267,1801867189,gilbert,kenneth,02169,quincy,MA,plastic and reconstructive surgery,13,,,0.0,2016
268,1811354103,mezzetti,rachael,02169,quincy,MA,nurse practitioner,55,,,0.0,2016
269,1811985633,ostrem,mark,02169,quincy,MA,internal medicine,17348,489.0,2.82,75.0,2016
270,1811986060,mandeville,john,02169,quincy,MA,ophthalmology,1295,64.0,4.94,0.0,2016
271,1821047713,rippberger,charles,02169,quincy,MA,internal medicine,18215,230.0,1.26,38.0,2016
272,1821089921,lazor,john,02169,quincy,MA,general surgery,698,18.0,2.58,0.0,2016
273,1821115544,driscoll,michael,02169,quincy,MA,physician assistant,62,46.0,74.19,0.0,2016
274,1821174046,dalton,john,02169,quincy,MA,gastroenterology,5356,111.0,2.07,,2016
275,1821234253,jones-jenkins,regina,02169,quincy,MA,student in an organized health care education/training program,16,0.0,0.0,0.0,2016
276,1821499922,amer,mohamed,02169,quincy,MA,dentist,20,,,0.0,2016
277,1831402957,mingel,marc,02169,quincy,MA,dentist,74,13.0,17.57,0.0,2016
278,1831593193,ronaghan,monica,02169,quincy,MA,nurse practitioner,253,0.0,0.0,0.0,2016
279,1841213378,reddy,sailaja,02169,quincy,MA,internal medicine,2037,76.0,3.73,,2016
280,1841235686,lukoff,marshall,02169,quincy,MA,podiatry,410,0.0,0.0,0.0,2016
281,1841287174,fontaine,nicolette,02169,quincy,MA,internal medicine,2624,80.0,3.05,11.0,2016
282,1841441649,nafash,frederick,02169,quincy,MA,dentist,76,,,0.0,2016
283,1841636453,woo,christina,02169,quincy,MA,dentist,38,,,0.0,2016
284,1841669256,zawasky,matthew,02169,quincy,MA,internal medicine,1087,53.0,4.88,,2016
285,1851366165,sheff,daniel,02169,quincy,MA,internal medicine,15,0.0,0.0,0.0,2016
286,1851392971,berman,neil,02169,quincy,MA,cardiovascular disease (cardiology),2973,17.0,0.57,,2016
287,1851428452,gaito,cindy,02169,quincy,MA,nurse practitioner,32,0.0,0.0,0.0,2016
288,1851474951,post,christopher,02169,quincy,MA,family practice,1650,133.0,8.06,17.0,2016
289,1851664429,colozzo,christopher,02169,quincy,MA,physician assistant,184,,,0.0,2016
290,1861478505,ward,harry,02169,quincy,MA,internal medicine,5502,126.0,2.29,12.0,2016
291,1861610610,peterson,karen,02169,quincy,MA,physician assistant,1371,25.0,1.82,0.0,2016
292,1871551531,oates,daniel,02169,quincy,MA,geriatric medicine,4399,95.0,2.16,,2016
293,1881648889,delcupolo,mary anne,02169,quincy,MA,dentist,13,0.0,0.0,0.0,2016
294,1881771376,chung,mengche,02169,quincy,MA,dentist,91,,,0.0,2016
