npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
1144247792,chaimattayompol,nopsaran,02169,quincy,MA,dentist,11,0.0,0.0,0.0,2017
1144393208,elkadry,ekbal,02169,quincy,MA,dentist,96,,,0.0,2017
1154437010,wadhwani,rita,02169,quincy,MA,family practice,48,,,0.0,2017
1154472926,mc crory,dennis,02169,quincy,MA,psychiatry & neurology,101,0.0,0.0,0.0,2017
1154475416,hootnick,lewis,02169,quincy,MA,dentist,35,0.0,0.0,0.0,2017
1154621860,fong,ryan,02169,quincy,MA,physician assistant,255,13.0,5.1,0.0,2017
1164617312,baird,alexis,02169,quincy,MA,nurse practitioner,522,25.0,4.79,,2017
1164855698,nguyen,phuong,02169,quincy,MA,optometry,12,0.0,0.0,0.0,2017
1174577928,grilli,alex,02169,quincy,MA,otolaryngology,665,22.0,3.31,0.0,2017
1174584908,mani,obli,02169,quincy,MA,internal medicine,4262,129.0,3.03,,2017
1174715957,saintelien,cyllene,02169,quincy,MA,nurse practitioner,463,0.0,0.0,0.0,2017
1174760326,deng,shaohua,02169,quincy,MA,nurse practitioner,308,75.0,24.35,,2017
1184613192,dacey,mark,02169,quincy,MA,ophthalmology,275,,,0.0,2017
1184630857,farah,walid,02169,quincy,MA,internal medicine,4955,130.0,2.62,40.0,2017
1184714115,perlick,wynn,02169,quincy,MA,podiatry,88,,,0.0,2017
1184788580,hammoud,zaher,02169,quincy,MA,dentist,66,,,0.0,2017
1184947772,jules,marlyn,02169,quincy,MA,nurse practitioner,513,,,0.0,2017
1184970766,krikunenko,olga,02169,quincy,MA,dentist,11,0.0,0.0,0.0,2017
1194792853,nankin,gary,02169,quincy,MA,dentist,21,0.0,0.0,0.0,2017
1194847087,bondar,stella,02169,quincy,MA,dentist,52,,,0.0,2017
1194881052,hahn,james,02169,quincy,MA,optometry,68,0.0,0.0,0.0,2017
1205039997,gordian,amparo,02169,quincy,MA,internal medicine,3481,58.0,1.67,,2017
1205884475,caruso,christian,02169,quincy,MA,internal medicine,338,22.0,6.51,,2017
1205991551,nandi,priya,02169,quincy,MA,general practice,3172,,,0.0,2017
1215347224,huynh,nghi,02169,quincy,MA,nurse practitioner,2524,,,0.0,2017
1215362058,murphy,sheila,02169,quincy,MA,physician assistant,87,11.0,12.64,0.0,2017
1215926498,rizkalla,ramy,02169,quincy,MA,ophthalmology,3111,0.0,0.0,0.0,2017
1235161779,maier,irena,02169,quincy,MA,gastroenterology,781,0.0,0.0,0.0,2017
1235390451,vincent,carole,02169,quincy,MA,internal medicine,1113,16.0,1.44,,2017
1235432501,pfeiffer,richard,02169,quincy,MA,nurse practitioner,2389,183.0,7.66,27.0,2017
1235672262,rusu,laura,02169,quincy,MA,nurse practitioner,3332,0.0,0.0,0.0,2017
1245221019,scharf,laura,02169,quincy,MA,pediatric medicine,16,0.0,0.0,0.0,2017
1245606441,nagy,jessica,02169,quincy,MA,nurse practitioner,17,0.0,0.0,0.0,2017
1255321253,marquis,richard,02169,quincy,MA,internal medicine,15383,388.0,2.52,37.0,2017
1255354049,altekruse,philip,02169,quincy,MA,psychiatry,88,0.0,0.0,0.0,2017
1255660684,pettigrew,schree,02169,quincy,MA,nurse practitioner,4643,,,0.0,2017
1255874582,morrell,elise,02169,quincy,MA,nurse practitioner,41,0.0,0.0,0.0,2017
1275542920,nicholson,lani,02169,quincy,MA,psychiatry,2835,0.0,0.0,0.0,2017
1275571499,lotufo,david,02169,quincy,MA,ophthalmology,6415,,,0.0,2017
1275591257,hemady,zuhayr,02169,quincy,MA,allergy/ immunology,345,0.0,0.0,0.0,2017
1275665135,ren,xinping,02169,quincy,MA,internal medicine,2159,,,0.0,2017
1275819179,tan,yan,02169,quincy,MA,internal medicine,4422,129.0,2.92,24.0,2017
1285635979,drew,nancy,02169,quincy,MA,internal medicine,4754,128.0,2.69,0.0,2017
1285661652,chou,james,02169,quincy,MA,gastroenterology,1048,,,0.0,2017
1285799726,nicklas,richard,02169,quincy,MA,physician assistant,282,,,0.0,2017
1285855049,lacy,blair,02169,quincy,MA,obstetrics & gynecology,11,0.0,0.0,0.0,2017
1285871087,mcdonnell,mary ann,02169,quincy,MA,registered nurse,148,0.0,0.0,0.0,2017
1295731032,gupta,alicja,02169,quincy,MA,internal medicine,67,0.0,0.0,0.0,2017
1295767721,wen,yanping,02169,quincy,MA,internal medicine,1429,,,0.0,2017
1295775732,reed,kenneth,02169,quincy,MA,dermatology,483,0.0,0.0,0.0,2017
1295804169,ryan,robert,02169,quincy,MA,dentist,52,0.0,0.0,0.0,2017
1306013339,kuohung,victoria,02169,quincy,MA,dermatology,588,0.0,0.0,0.0,2017
1306105283,shroff,shawn,02169,quincy,MA,internal medicine,2565,100.0,3.9,27.0,2017
1306276290,straight,ashley,02169,quincy,MA,physician assistant,443,,,0.0,2017
1316999683,valente,elisa,02169,quincy,MA,gastroenterology,460,0.0,0.0,0.0,2017
1326012576,bhatti,nasir,02169,quincy,MA,pulmonary disease,317,16.0,5.05,0.0,2017
1326049065,weinberg,robert,02169,quincy,MA,internal medicine,5725,483.0,8.44,91.0,2017
1326087412,ambrus,peter,02169,quincy,MA,otolaryngology,330,,,0.0,2017
1326485988,barbosa,julia,02169,quincy,MA,nurse practitioner,941,51.0,5.42,12.0,2017
1336105022,dicecca,charles,02169,quincy,MA,orthopedic surgery,66,14.0,21.21,0.0,2017
1336206283,khan,saima,02169,quincy,MA,internal medicine,5543,127.0,2.29,,2017
1336241751,mehta,ankur,02169,quincy,MA,medical oncology,671,18.0,2.68,,2017
1336410398,chen,jie,02169,quincy,MA,physician assistant,449,0.0,0.0,0.0,2017
1336558063,liu,richard,02169,quincy,MA,dentist,11,,,0.0,2017
1346239431,snebold,neal,02169,quincy,MA,ophthalmology,1952,0.0,0.0,0.0,2017
1356332472,reardon,edward,02169,quincy,MA,otolaryngology,368,,,0.0,2017
1356332985,irons,david,02169,quincy,MA,pediatric medicine,16,0.0,0.0,0.0,2017
1356528111,nagle,christopher,02169,quincy,MA,general practice,85,0.0,0.0,0.0,2017
1356599583,spissinger,jessica,02169,quincy,MA,physician assistant,517,14.0,2.71,,2017
1366433328,konowitz,paul,02169,quincy,MA,otolaryngology,266,,,0.0,2017
1366459588,kim,maria,02169,quincy,MA,internal medicine,427,,,0.0,2017
1366508202,haddad,chia,02169,quincy,MA,otolaryngology,163,,,0.0,2017
1366825838,krupski,amy,02169,quincy,MA,nurse practitioner,251,0.0,0.0,0.0,2017
1376509703,campos,gerry,02169,quincy,MA,obstetrics & gynecology,1186,22.0,1.85,0.0,2017
1376952697,lau,howard,02169,quincy,MA,dentist,24,0.0,0.0,0.0,2017
1386016400,rundle,cory,02169,quincy,MA,nurse practitioner,18,0.0,0.0,0.0,2017
1386045557,roohi,sobia,02169,quincy,MA,dentist,69,,,0.0,2017
1386645679,cullinane,cynthia,02169,quincy,MA,internal medicine,10095,244.0,2.42,39.0,2017
1386933117,larrabee,yuna,02169,quincy,MA,otolaryngology,82,19.0,23.17,0.0,2017
1396963518,finnerty,catherine,02169,quincy,MA,nurse practitioner,3379,225.0,6.66,12.0,2017
1396974812,moreira,helen,02169,quincy,MA,ophthalmology,1316,,,0.0,2017
1407040637,matarazzo,stephen,02169,quincy,MA,dentist,38,0.0,0.0,0.0,2017
1407135577,barrett,molly,02169,quincy,MA,dentist,35,,,0.0,2017
1407857378,jenest,helen,02169,quincy,MA,nurse practitioner,426,32.0,7.51,,2017
1407882996,shturman,milana,02169,quincy,MA,pulmonary disease,1993,0.0,0.0,0.0,2017
1407914708,skiadas,christine,02169,quincy,MA,obstetrics & gynecology,11,0.0,0.0,0.0,2017
1417066101,basile,mary ann,02169,quincy,MA,dentist,36,0.0,0.0,0.0,2017
1427047828,le,trang,02169,quincy,MA,internal medicine,3978,39.0,0.98,0.0,2017
1427056043,fung,claire,02169,quincy,MA,diagnostic radiology,78,,,,2017
1427059831,berrick,alan,02169,quincy,MA,cardiology,4300,70.0,1.63,18.0,2017
1427070036,evans,james,02169,quincy,MA,psychiatry,225,0.0,0.0,0.0,2017
1437138716,kaleli,adnan,02169,quincy,MA,urology,483,0.0,0.0,0.0,2017
1437145034,chao,cindy,02169,quincy,MA,ophthalmology,864,0.0,0.0,0.0,2017
1437447182,shawki,sarah,02169,quincy,MA,obstetrics & gynecology,59,,,0.0,2017
1437572880,chen,yee yan,02169,quincy,MA,dentist,38,0.0,0.0,0.0,2017
1447212972,lustbader,david,02169,quincy,MA,oral surgery (dentist only),355,46.0,12.96,0.0,2017
1447260138,bonner,margaret,02169,quincy,MA,certified clinical nurse specialist,117,0.0,0.0,0.0,2017
1447691118,schaefer,vivian,02169,quincy,MA,optometry,38,0.0,0.0,0.0,2017
1457340671,lee,suo,02169,quincy,MA,internal medicine,2940,39.0,1.33,,2017
1457405623,taylor,jennifer,02169,quincy,MA,dentist,208,36.0,17.31,0.0,2017
1457491920,healey,allison,02169,quincy,MA,physician assistant,60,,,0.0,2017
1457768889,khandelwal,kanika,02169,quincy,MA,hospitalist,58,,,0.0,2017
1467427484,ducach,george,02169,quincy,MA,podiatry,179,,,0.0,2017
1467442186,dragone,anthony,02169,quincy,MA,general surgery,203,13.0,6.4,0.0,2017
1467443861,mulkern,john,02169,quincy,MA,family practice,1181,33.0,2.79,0.0,2017
1467459321,barthold,harold,02169,quincy,MA,radiation oncology,80,11.0,13.75,,2017
1467835660,doan,dung,02169,quincy,MA,dentist,14,,,0.0,2017
1467985606,gellar,dawn,02169,quincy,MA,nurse practitioner,39,,,,2017
1477554251,nielsen,steven,02169,quincy,MA,ophthalmology,2758,,,0.0,2017
1477565034,kadesh,jeffrey,02169,quincy,MA,dentist,38,,,0.0,2017
1477938744,zhang,huagang,02169,quincy,MA,optometry,20,0.0,0.0,0.0,2017
1487063905,kanthan,riti,02169,quincy,MA,dentist,31,,,0.0,2017
1487613576,dunn,hazel,02169,quincy,MA,nurse practitioner,745,,,0.0,2017
1487642732,gupta,shuchi,02169,quincy,MA,family practice,2557,100.0,3.91,0.0,2017
1487707428,wessman,stacey,02169,quincy,MA,obstetrics & gynecology,73,0.0,0.0,0.0,2017
1487894614,callahan,margaret,02169,quincy,MA,certified clinical nurse specialist,3649,0.0,0.0,0.0,2017
1497126692,hennessey,meaghan,02169,quincy,MA,nurse practitioner,15,0.0,0.0,0.0,2017
1497705065,tarpy,stephen,02169,quincy,MA,pulmonary disease,7140,204.0,2.86,19.0,2017
1497746507,friedensohn,peter,02169,quincy,MA,otolaryngology,455,0.0,0.0,0.0,2017
1497789986,lee,brian,02169,quincy,MA,dentist,14,0.0,0.0,0.0,2017
1497806749,evanchuk,darren,02169,quincy,MA,hematology-oncology,273,48.0,17.58,23.0,2017
1497913826,namiranian,mandana,02169,quincy,MA,otolaryngology,1045,,,0.0,2017
1508000803,kullak,jaime,02169,quincy,MA,nurse practitioner,24,0.0,0.0,0.0,2017
1508083213,polillio,caitlin,02169,quincy,MA,nurse practitioner,11,,,,2017
1508247701,alazizi,omar,02169,quincy,MA,dentist,57,,,0.0,2017
1508300492,turgeon,meghan,02169,quincy,MA,nurse practitioner,43,0.0,0.0,0.0,2017
1508875956,dubin,stephen,02169,quincy,MA,psychiatry,3033,,,0.0,2017
1518030550,sapak,jan,02169,quincy,MA,dentist,31,,,0.0,2017
1518042217,smith nasiff,dana,02169,quincy,MA,podiatry,16,,,0.0,2017
1518158591,abboud,carlos,02169,quincy,MA,dentist,895,125.0,13.97,0.0,2017
1518261718,hovaizi,neda,02169,quincy,MA,dentist,35,,,0.0,2017
1518267525,le,xuan khanh,02169,quincy,MA,dentist,34,,,0.0,2017
1518408467,raymond,elyse,02169,quincy,MA,nurse practitioner,49,0.0,0.0,0.0,2017
1518956051,dart,robert,02169,quincy,MA,emergency medicine,301,37.0,12.29,0.0,2017
1528402070,morse,michelle,02169,quincy,MA,podiatry,149,,,0.0,2017
1528468972,fakhri,hamidreza,02169,quincy,MA,dentist,27,,,0.0,2017
1538134564,pressberg,robert,02169,quincy,MA,cardiology,2994,13.0,0.43,,2017
1538159579,o'keefe,deborah,02169,quincy,MA,internal medicine,11469,546.0,4.76,62.0,2017
1538160684,mullen,cecilia,02169,quincy,MA,nurse practitioner,1126,48.0,4.26,,2017
1538257704,lordan,barbara,02169,quincy,MA,nurse practitioner,505,55.0,10.89,,2017
1538262761,jian seyedahmadi,babak,02169,quincy,MA,ophthalmology,538,,,0.0,2017
1538403258,jeong,seong wook,02169,quincy,MA,dentist,20,,,0.0,2017
1538611983,ming,joanna,02169,quincy,MA,nurse practitioner,112,0.0,0.0,0.0,2017
1548235583,schwartz,charles,02169,quincy,MA,gastroenterology,133,0.0,0.0,0.0,2017
1548290653,garber,robert,02169,quincy,MA,oral surgery (dentist only),172,97.0,56.4,0.0,2017
1548321235,lozada,italo,02169,quincy,MA,dentist,992,142.0,14.31,0.0,2017
1558348631,rosen,marvin,02169,quincy,MA,orthopedic surgery,28,,,0.0,2017
1558583583,pavlicic,katarina,02169,quincy,MA,dentist,41,,,0.0,2017
1568419356,call,brigida,02169,quincy,MA,internal medicine,686,0.0,0.0,0.0,2017
1568456291,borodic,gary,02169,quincy,MA,ophthalmology,1009,11.0,1.09,,2017
1568463990,hoernle,nils,02169,quincy,MA,internal medicine,3002,42.0,1.4,,2017
1568601078,brown,margaret,02169,quincy,MA,nurse practitioner,886,51.0,5.76,0.0,2017
1578552014,sloan,sharon,02169,quincy,MA,emergency medicine,54,,,0.0,2017
1588646061,dobroski,david,02169,quincy,MA,internal medicine,782,0.0,0.0,0.0,2017
1598001984,hufnagle,lauren,02169,quincy,MA,physician assistant,61,,,0.0,2017
1598773426,dolan,carolyn,02169,quincy,MA,nurse practitioner,1629,84.0,5.16,,2017
1598839912,brustin,steven,02169,quincy,MA,dentist,55,0.0,0.0,0.0,2017
1609003102,chaparro rincon,andres,02169,quincy,MA,psychiatry,530,0.0,0.0,0.0,2017
1609805951,mazzaferro,richard,02169,quincy,MA,physical medicine and rehabilitation,73,25.0,34.25,0.0,2017
1609859990,strazzulla,domenic,02169,quincy,MA,ophthalmology,4665,0.0,0.0,0.0,2017
1609915107,freedman,mark,02169,quincy,MA,physician assistant,32,0.0,0.0,0.0,2017
1619428372,poppe,alison,02169,quincy,MA,physician assistant,134,0.0,0.0,0.0,2017
1619902772,lawrence,sheila,02169,quincy,MA,internal medicine,767,15.0,1.96,0.0,2017
1629003686,mccarthy,elise bilodeau,02169,quincy,MA,dermatology,362,0.0,0.0,0.0,2017
1629046016,saliba,nicolas,02169,quincy,MA,obstetrics & gynecology,48,0.0,0.0,0.0,2017
1629209135,salvucci,caitrin,02169,quincy,MA,nurse practitioner,485,0.0,0.0,0.0,2017
1629251749,champion,craig,02169,quincy,MA,obstetrics & gynecology,57,,,0.0,2017
1629394101,lawson,sarah,02169,quincy,MA,emergency medicine,100,,,0.0,2017
1629457346,shu,timothy,02169,quincy,MA,dentist,57,,,0.0,2017
1639168172,mcelroy,stephen,02169,quincy,MA,emergency medicine,114,,,0.0,2017
1639168719,pareja,jaime,02169,quincy,MA,pulmonary disease,1581,0.0,0.0,0.0,2017
1639180037,holte,kristin,02169,quincy,MA,registered nurse,248,19.0,7.66,0.0,2017
1639194947,reiner,richard,02169,quincy,MA,psychiatry,6783,0.0,0.0,0.0,2017
1639195225,jodoin,dennis,02169,quincy,MA,dentist,417,20.0,4.8,0.0,2017
1649278136,heemstra,valerie,02169,quincy,MA,family practice,86,,,0.0,2017
1649295957,sinar,kathleen,02169,quincy,MA,certified clinical nurse specialist,2851,0.0,0.0,0.0,2017
1649430422,yang,yi,02169,quincy,MA,dentist,734,,,0.0,2017
1649671876,francoeur,laura,02169,quincy,MA,nurse practitioner,60,0.0,0.0,0.0,2017
1659360899,mckee,shelley,02169,quincy,MA,ophthalmology,1524,0.0,0.0,0.0,2017
1659372787,goldin,dennis,02169,quincy,MA,internal medicine,16,0.0,0.0,0.0,2017
1659621795,walsh,maureen,02169,quincy,MA,nurse practitioner,28,0.0,0.0,0.0,2017
1669461786,wasson,paul,02169,quincy,MA,ophthalmology,3808,,,0.0,2017
1669598413,thomas,maryanne,02169,quincy,MA,dentist,24,0.0,0.0,0.0,2017
1679536981,richardson,michelle,02169,quincy,MA,pediatric medicine,192,0.0,0.0,0.0,2017
1679569321,larocca,vito,02169,quincy,MA,ophthalmology,125,0.0,0.0,0.0,2017
1679617104,coffey,katherine,02169,quincy,MA,optometry,29,0.0,0.0,0.0,2017
1689638371,fuller,kathleen,02169,quincy,MA,nurse practitioner,18,0.0,0.0,0.0,2017
1689643108,serino,gillian,02169,quincy,MA,nurse practitioner,558,53.0,9.5,16.0,2017
1699742643,metzger,amanda,02169,quincy,MA,obstetrics & gynecology,210,,,0.0,2017
1699759910,gales,george,02169,quincy,MA,internal medicine,3014,165.0,5.47,16.0,2017
1699765396,stejna,jessica,02169,quincy,MA,optometry,80,0.0,0.0,0.0,2017
1700257441,okebalama,kodilim,02169,quincy,MA,nurse practitioner,60,0.0,0.0,0.0,2017
1700331634,farag,michael,02169,quincy,MA,dentist,13,0.0,0.0,0.0,2017
1720201965,giordani,sharon,02169,quincy,MA,nurse practitioner,405,41.0,10.12,,2017
1720263734,lau,kayao,02169,quincy,MA,nurse practitioner,716,35.0,4.89,15.0,2017
1720597891,emmerich,katelyn,02169,quincy,MA,physician assistant,21,0.0,0.0,0.0,2017
1730194226,gogstetter,darin,02169,quincy,MA,dermatology,199,0.0,0.0,0.0,2017
1730258203,skerrett-parker,desry,02169,quincy,MA,nurse practitioner,2842,0.0,0.0,0.0,2017
1730474826,lamour,isabel,02169,quincy,MA,internal medicine,2094,68.0,3.25,,2017
1730527474,deschrijver,antoin,02169,quincy,MA,physician assistant,1239,0.0,0.0,0.0,2017
1730549197,picard,abby,02169,quincy,MA,physician assistant,173,,,0.0,2017
1740219195,accardi,alexandra,02169,quincy,MA,psychiatry,7323,,,0.0,2017
1740279991,oates,dale,02169,quincy,MA,ophthalmology,4721,0.0,0.0,0.0,2017
1740418466,wong,alan,02169,quincy,MA,gastroenterology,717,0.0,0.0,0.0,2017
1740486406,gee,annie,02169,quincy,MA,physician assistant,225,,,0.0,2017
1750399374,lin,chien,02169,quincy,MA,internal medicine,3210,33.0,1.03,,2017
1750479739,kayali,mohamed,02169,quincy,MA,dentist,126,,,0.0,2017
1760415509,shea,victoria,02169,quincy,MA,psychiatry,2980,0.0,0.0,0.0,2017
1760518351,harrington,jessica,02169,quincy,MA,family practice,157,0.0,0.0,0.0,2017
1760533061,gu,michael,02169,quincy,MA,oral surgery (dentist only),153,51.0,33.33,,2017
1760576250,abdulwaheed,abdullaibrahim,02169,quincy,MA,dentist,13,,,0.0,2017
1770551442,rich,luanne,02169,quincy,MA,obstetrics & gynecology,255,0.0,0.0,0.0,2017
1770753022,jacobs,jeanne,02169,quincy,MA,physician assistant,42,,,,2017
1770984676,witwit,dhafar,02169,quincy,MA,dentist,45,,,0.0,2017
1780644534,ho,simon,02169,quincy,MA,internal medicine,3197,373.0,11.67,21.0,2017
1780683276,baig,mirza,02169,quincy,MA,internal medicine,4170,70.0,1.68,14.0,2017
1780733865,kavanagh,shelagh,02169,quincy,MA,dentist,39,0.0,0.0,0.0,2017
1780860429,pellino,katerina,02169,quincy,MA,dentist,14,0.0,0.0,0.0,2017
1790013910,stackpoole,mari,02169,quincy,MA,nurse practitioner,52,0.0,0.0,0.0,2017
1790121259,patel,neha,02169,quincy,MA,dentist,83,,,0.0,2017
1801048921,o'brien,katie,02169,quincy,MA,nurse practitioner,557,0.0,0.0,0.0,2017
1801208681,ma,susan,02169,quincy,MA,dentist,28,,,0.0,2017
1801310404,tower,lauren,02169,quincy,MA,nurse practitioner,104,0.0,0.0,0.0,2017
1801822564,mishkin,daniel,02169,quincy,MA,gastroenterology,502,0.0,0.0,0.0,2017
1811354103,mezzetti,rachael,02169,quincy,MA,nurse practitioner,106,12.0,11.32,0.0,2017
1811985633,ostrem,mark,02169,quincy,MA,internal medicine,16084,424.0,2.64,58.0,2017
1811986060,mandeville,john,02169,quincy,MA,ophthalmology,1437,57.0,3.97,0.0,2017
1821047713,rippberger,charles,02169,quincy,MA,internal medicine,14363,118.0,0.82,,2017
1821089921,lazor,john,02169,quincy,MA,general surgery,680,11.0,1.62,0.0,2017
1821115544,driscoll,michael,02169,quincy,MA,physician assistant,75,51.0,68.0,0.0,2017
1821174046,dalton,john,02169,quincy,MA,gastroenterology,4451,57.0,1.28,,2017
1821499922,amer,mohamed,02169,quincy,MA,dentist,25,0.0,0.0,0.0,2017
1821535964,dunbar,haili,02169,quincy,MA,physician assistant,297,,,0.0,2017
1831402957,mingel,marc,02169,quincy,MA,dentist,66,,,0.0,2017
1831593193,ronaghan,monica,02169,quincy,MA,nurse practitioner,221,0.0,0.0,0.0,2017
1841235686,lukoff,marshall,02169,quincy,MA,podiatry,352,0.0,0.0,0.0,2017
1841287174,fontaine,nicolette,02169,quincy,MA,internal medicine,2914,76.0,2.61,,2017
1841441649,nafash,frederick,02169,quincy,MA,dentist,42,,,0.0,2017
1841669256,zawasky,matthew,02169,quincy,MA,internal medicine,4474,136.0,3.04,,2017
1851392971,berman,neil,02169,quincy,MA,cardiology,3198,,,0.0,2017
1851428452,gaito,cindy,02169,quincy,MA,nurse practitioner,39,,,0.0,2017
1851436372,villanueva,ofelia,02169,quincy,MA,dentist,24,0.0,0.0,0.0,2017
1851474951,post,christopher,02169,quincy,MA,family practice,544,,,,2017
1851664429,colozzo,christopher,02169,quincy,MA,physician assistant,204,,,0.0,2017
1861478505,ward,harry,02169,quincy,MA,internal medicine,5359,157.0,2.93,20.0,2017
1861610610,peterson,karen,02169,quincy,MA,physician assistant,1486,26.0,1.75,,2017
1871551531,oates,daniel,02169,quincy,MA,geriatric medicine,4355,61.0,1.4,,2017
1881648889,delcupolo,mary anne,02169,quincy,MA,dentist,15,0.0,0.0,0.0,2017
1881771376,chung,mengche,02169,quincy,MA,dentist,70,,,0.0,2017
1881886323,penney,kristen,02169,quincy,MA,nurse practitioner,955,,,0.0,2017
1881979730,blake,jenna,02169,quincy,MA,physician assistant,180,14.0,7.78,0.0,2017
1891008397,carlsson,sven-christian,02169,quincy,MA,optometry,45,0.0,0.0,0.0,2017
1891034559,cohen,charles,02169,quincy,MA,physician assistant,383,,,0.0,2017
1891079836,moran,yueling,02169,quincy,MA,internal medicine,932,21.0,2.25,0.0,2017
1891701801,perry,robert,02169,quincy,MA,emergency medicine,189,43.0,22.75,0.0,2017
1891795811,hopwood,mary,02169,quincy,MA,nurse practitioner,910,27.0,2.97,0.0,2017
1902033731,wang,ying,02169,quincy,MA,psychiatry,190,0.0,0.0,0.0,2017
1902035280,sun,jenny,02169,quincy,MA,internal medicine,3820,68.0,1.78,12.0,2017
1902166697,garba,sonya,02169,quincy,MA,nurse practitioner,1270,0.0,0.0,0.0,2017
1902351174,majeed,shaima,02169,quincy,MA,dentist,59,0.0,0.0,0.0,2017
1912995945,badlissi,antoine,02169,quincy,MA,pulmonary disease,897,0.0,0.0,0.0,2017
1922055664,mcham,mary lisa,02169,quincy,MA,ophthalmology,6542,0.0,0.0,0.0,2017
1922276294,nasser,samer,02169,quincy,MA,nephrology,720,0.0,0.0,0.0,2017
1932155801,yang,ajax,02169,quincy,MA,student in an organized health care education/training program,38,0.0,0.0,0.0,2017
