npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
1255444725,erdos,brandon,02446,brookline,MA,psychiatry,57,0.0,0.0,0.0,2014
1255511192,fessler,ian,02446,brookline,MA,dentist,34,,,0.0,2014
1255537080,mahajan,deepti,02446,brookline,MA,internal medicine,971,33.0,3.4,,2014
1265435028,orden,adam,02446,brookline,MA,oral surgery (dentists only),22,,,0.0,2014
1265457675,gregory,michael,02446,brookline,MA,internal medicine,188,23.0,12.23,,2014
1265589790,krowne,kenneth,02446,brookline,MA,dentist,11,0.0,0.0,0.0,2014
1265678908,kirk,christine,02446,brookline,MA,dentist,12,,,0.0,2014
1275568305,boudreau,nicole,02446,brookline,MA,obstetrics/gynecology,90,0.0,0.0,0.0,2014
1275602112,shahnovich,marsha,02446,brookline,MA,dentist,56,0.0,0.0,0.0,2014
1275730848,papadopoulos,billy,02446,brookline,MA,dentist,13,0.0,0.0,0.0,2014
1275733867,chang,peter,02446,brookline,MA,urology,114,,,0.0,2014
1275762890,zamani,faridoon,02446,brookline,MA,dentist,44,,,0.0,2014
1285613174,ramani,subha,02446,brookline,MA,internal medicine,778,27.0,3.47,,2014
1285734293,levatin,janet,02446,brookline,MA,pediatric medicine,17,,,0.0,2014
1295936086,maryniuk,george,02446,brookline,MA,dentist,15,0.0,0.0,0.0,2014
1306035563,lipsitt,don,02446,brookline,MA,psychiatry & neurology,34,0.0,0.0,0.0,2014
1306803622,federschneider,jerome,02446,brookline,MA,obstetrics/gynecology,108,0.0,0.0,0.0,2014
1316036981,jones,kathryn,02446,brookline,MA,psychiatry,95,0.0,0.0,0.0,2014
1316226988,adeshara,karishma,02446,brookline,MA,dentist,22,,,0.0,2014
1326029133,solomon,martin,02446,brookline,MA,internal medicine,6217,66.0,1.06,12.0,2014
1326095019,havens,woodrow,02446,brookline,MA,psychiatry,202,0.0,0.0,0.0,2014
1336124866,sweet,stephen,02446,brookline,MA,internal medicine,97,,,0.0,2014
1336180546,levin,kenneth,02446,brookline,MA,psychiatry,257,0.0,0.0,0.0,2014
1336391259,melcer,andrew,02446,brookline,MA,dentist,68,18.0,26.47,0.0,2014
1346319274,urman,boris,02446,brookline,MA,dentist,39,,,0.0,2014
1346401312,lee,andy,02446,brookline,MA,student in an organized health care education/training program,12,,,0.0,2014
1346430485,lam,albert,02446,brookline,MA,nephrology,198,,,0.0,2014
1346576840,borgi,lea,02446,brookline,MA,internal medicine,45,0.0,0.0,0.0,2014
1356381883,reid,watson,02446,brookline,MA,psychiatry & neurology,25,0.0,0.0,0.0,2014
1356652937,london,cathleen,02446,brookline,MA,family practice,2012,72.0,3.58,26.0,2014
1366481368,kantrowitz,fred,02446,brookline,MA,rheumatology,676,15.0,2.22,0.0,2014
1366485740,lipstreuer,kristen,02446,brookline,MA,internal medicine,1203,53.0,4.41,0.0,2014
1366659948,verbitsky,alexander,02446,brookline,MA,dentist,40,0.0,0.0,0.0,2014
1376505669,vessiropoulos,georgios,02446,brookline,MA,dentist,18,,,0.0,2014
1376647982,murphy,elizabethq,02446,brookline,MA,psychiatry & neurology,11,0.0,0.0,0.0,2014
1376711366,lee,wai,02446,brookline,MA,dentist,23,,,0.0,2014
1386749372,winneg,andrew,02446,brookline,MA,psychiatry & neurology,23,0.0,0.0,0.0,2014
1386789568,ofir,michael,02446,brookline,MA,dentist,27,,,0.0,2014
1386798874,goldberg,barry,02446,brookline,MA,dentist,13,0.0,0.0,0.0,2014
1407838295,melki,samir,02446,brookline,MA,ophthalmology,1330,0.0,0.0,0.0,2014
1407932882,sasson,joseph,02446,brookline,MA,dentist,39,0.0,0.0,0.0,2014
1407954787,saini,vikas,02446,brookline,MA,specialist,22,0.0,0.0,0.0,2014
1407968613,thomases,kenneth,02446,brookline,MA,dentist,28,0.0,0.0,0.0,2014
1427039338,orkin,boris,02446,brookline,MA,obstetrics/gynecology,30,0.0,0.0,0.0,2014
1427091859,parks,susan,02446,brookline,MA,psychologist,21,0.0,0.0,0.0,2014
1437102142,finkelstein,joan,02446,brookline,MA,psychiatry,43,0.0,0.0,0.0,2014
1437258928,cunningham,dorothy,02446,brookline,MA,dermatology,310,0.0,0.0,0.0,2014
1437378759,press,jay,02446,brookline,MA,psychiatry & neurology,283,0.0,0.0,0.0,2014
1437566114,schreiber,michael,02446,brookline,MA,nurse practitioner,127,0.0,0.0,0.0,2014
1447228358,pastor,bruce,02446,brookline,MA,internal medicine,2652,17.0,0.64,0.0,2014
1447339338,pildis,martin,02446,brookline,MA,psychiatry,695,,,0.0,2014
1447593462,vanderwielen,beth,02446,brookline,MA,student in an organized health care education/training program,22,,,0.0,2014
1457363962,beckett,alexandra,02446,brookline,MA,psychiatry & neurology,36,0.0,0.0,0.0,2014
1457458283,weinstein,raphael,02446,brookline,MA,neuropsychiatry,55,,,0.0,2014
1457463127,rockoff,alan,02446,brookline,MA,dermatology,2155,0.0,0.0,0.0,2014
1457469520,wucherpfennig,anne,02446,brookline,MA,dentist,11,,,0.0,2014
1457469777,sharp,john,02446,brookline,MA,psychiatry & neurology,153,,,0.0,2014
1457499220,zandparsa,roya,02446,brookline,MA,dentist,30,,,0.0,2014
1457500605,vilkomir,viktoriya,02446,brookline,MA,optometry,61,0.0,0.0,0.0,2014
1467423848,ostro,martin,02446,brookline,MA,allergy/immunology,865,,,0.0,2014
1467692921,lagisetty,pooja,02446,brookline,MA,student in an organized health care education/training program,149,0.0,0.0,0.0,2014
1477535268,schulman,charles,02446,brookline,MA,cardiology,3064,63.0,2.06,,2014
1477573673,iyer,rajee,02446,brookline,MA,family practice,77,0.0,0.0,0.0,2014
1487601126,biber,michael,02446,brookline,MA,neurology,634,0.0,0.0,0.0,2014
1487637880,kaplan,leonard,02446,brookline,MA,allergy/immunology,624,,,0.0,2014
1487675278,maloney,robert,02446,brookline,MA,dentist,27,0.0,0.0,0.0,2014
1487733705,shah,sandhya,02446,brookline,MA,obstetrics/gynecology,40,0.0,0.0,0.0,2014
1497720577,silk,adam,02446,brookline,MA,psychiatry,103,,,0.0,2014
1497859524,becker,warren,02446,brookline,MA,obstetrics/gynecology,230,,,0.0,2014
1508035841,mccolgan,yuko,02446,brookline,MA,family practice,437,32.0,7.32,,2014
1508207911,baptiste,john,02446,brookline,MA,physician assistant,159,41.0,25.79,,2014
1508842634,sang,delia,02446,brookline,MA,ophthalmology,1457,,,0.0,2014
1508895673,tandetnik,alla,02446,brookline,MA,internal medicine,7307,139.0,1.9,0.0,2014
1508899683,tsyvin,polina,02446,brookline,MA,internal medicine,22,0.0,0.0,0.0,2014
1508971490,david,paul,02446,brookline,MA,psychiatry,138,0.0,0.0,0.0,2014
1518057520,al adeeb,zena,02446,brookline,MA,dentist,15,,,0.0,2014
1518925585,fugelso,dana,02446,brookline,MA,general surgery,49,27.0,55.1,0.0,2014
1528316130,wakeman,cornelia,02446,brookline,MA,nurse practitioner,34,,,0.0,2014
1538133806,vandenheuvel,cathy,02446,brookline,MA,family practice,364,31.0,8.52,,2014
1538183298,zilberfarb,jeffrey,02446,brookline,MA,orthopedic surgery,68,59.0,86.76,,2014
1538213079,ford,thomas,02446,brookline,MA,dentist,14,0.0,0.0,0.0,2014
1538396916,brauer,steven,02446,brookline,MA,internal medicine,846,52.0,6.15,15.0,2014
1558301457,shapiro,steven,02446,brookline,MA,psychiatry & neurology,19,0.0,0.0,0.0,2014
1558336180,goldberg,william,02446,brookline,MA,internal medicine,2462,84.0,3.41,12.0,2014
1558364521,leeman,ramona,02446,brookline,MA,dentist,15,0.0,0.0,0.0,2014
1558370999,roth,sally,02446,brookline,MA,pediatric medicine,12,0.0,0.0,0.0,2014
1558451914,kuo,paul,02446,brookline,MA,oral surgery (dentists only),42,,,0.0,2014
1558682658,shlain-frink,debbie,02446,brookline,MA,internal medicine,949,73.0,7.69,18.0,2014
1558704726,shi,david,02446,brookline,MA,student in an organized health care education/training program,81,13.0,16.05,0.0,2014
1568439271,santopietro,frank,02446,brookline,MA,podiatry,11,0.0,0.0,0.0,2014
1578600763,brown,jennifer,02446,brookline,MA,psychiatry,49,0.0,0.0,0.0,2014
1578628426,ponce,silvia,02446,brookline,MA,dentist,42,0.0,0.0,0.0,2014
1578692018,lee lewis,dara,02446,brookline,MA,cardiology,853,0.0,0.0,0.0,2014
1588675425,sherak,donald,02446,brookline,MA,neuropsychiatry,37,0.0,0.0,0.0,2014
1588778476,kam-hansen,slavenka,02446,brookline,MA,neurology,656,14.0,2.13,0.0,2014
1598059651,lynch,allison,02446,brookline,MA,internal medicine,780,0.0,0.0,0.0,2014
1598751364,lopkin,carl,02446,brookline,MA,obstetrics/gynecology,139,,,0.0,2014
1609033596,robin,allison,02446,brookline,MA,chiropractic,14,0.0,0.0,0.0,2014
1609072891,smukler,hyman,02446,brookline,MA,dentist,62,,,0.0,2014
1609881317,blumberg,jonathan,02446,brookline,MA,internal medicine,1351,11.0,0.81,0.0,2014
1619099785,kaufman,svetlana,02446,brookline,MA,internal medicine,15,0.0,0.0,0.0,2014
1619156171,faris,caroline,02446,brookline,MA,dentist,36,,,0.0,2014
1619916350,goldfarb,daniel,02446,brookline,MA,dentist,49,,,0.0,2014
1619923877,harris,gregory,02446,brookline,MA,psychiatry,577,,,0.0,2014
1629000112,nouri,mahnaz,02446,brookline,MA,ophthalmology,622,0.0,0.0,0.0,2014
1629035928,phull,rattna,02446,brookline,MA,internal medicine,1459,17.0,1.17,,2014
1629104203,kahn,willard,02446,brookline,MA,psychiatry,73,0.0,0.0,0.0,2014
1629113808,lipovetskiy,boris,02446,brookline,MA,dentist,76,0.0,0.0,0.0,2014
1629123120,su,mingfang,02446,brookline,MA,dentist,14,,,0.0,2014
1639210115,porter,stephen,02446,brookline,MA,psychiatry & neurology,24,0.0,0.0,0.0,2014
1649219981,rubinstein,lisa,02446,brookline,MA,psychiatry & neurology,12,0.0,0.0,0.0,2014
1649337023,moores,donna,02446,brookline,MA,psychiatry,17,0.0,0.0,0.0,2014
1659310654,starr,fern,02446,brookline,MA,internal medicine,4247,166.0,3.91,29.0,2014
1659425924,fried,ronald,02446,brookline,MA,dentist,231,35.0,15.15,0.0,2014
1669407714,mollod,daniel,02446,brookline,MA,psychiatry,333,0.0,0.0,0.0,2014
1669446902,gurian,bennett,02446,brookline,MA,psychiatry,510,0.0,0.0,0.0,2014
1669526919,isenberg,gerald,02446,brookline,MA,dentist,162,,,0.0,2014
1669604112,yu,catherine,02446,brookline,MA,nurse practitioner,257,,,0.0,2014
1679537922,raymond,laurie,02446,brookline,MA,psychiatry,26,0.0,0.0,0.0,2014
1679607774,webb,megan,02446,brookline,MA,physician assistant,679,,,0.0,2014
1689637548,shield,joel,02446,brookline,MA,psychiatry,40,0.0,0.0,0.0,2014
1689705626,meisel,frederick,02446,brookline,MA,psychiatry & neurology,27,0.0,0.0,0.0,2014
1689761421,rawlins,kimberly,02446,brookline,MA,psychiatry,616,0.0,0.0,0.0,2014
1689865214,borodyansky,laura,02446,brookline,MA,internal medicine,26,0.0,0.0,0.0,2014
1699731885,ravid,shmuel,02446,brookline,MA,cardiology,1832,0.0,0.0,0.0,2014
1699836437,swerdlick,theodore,02446,brookline,MA,dentist,15,,,0.0,2014
1700045663,schwartz,jennifer,02446,brookline,MA,family practice,153,,,0.0,2014
1700803764,sobieraj,jan,02446,brookline,MA,psychiatry,113,0.0,0.0,0.0,2014
1700818234,edalji,amy,02446,brookline,MA,cardiology,194,0.0,0.0,0.0,2014
1700942372,kates,william,02446,brookline,MA,psychiatry,123,0.0,0.0,0.0,2014
1710194485,zamani,naghmeh,02446,brookline,MA,dentist,12,,,0.0,2014
1720180201,reisen,david,02446,brookline,MA,psychiatry,1082,,,,2014
1730114885,stern,donald,02446,brookline,MA,internal medicine,23,0.0,0.0,0.0,2014
1730129263,feldman,judith a,02446,brookline,MA,psychiatry,206,0.0,0.0,0.0,2014
1730188319,gloss,mark,02446,brookline,MA,psychiatry,3854,75.0,1.95,0.0,2014
1730331257,raduazzo,joseph,02446,brookline,MA,internal medicine,3863,223.0,5.77,0.0,2014
1730518093,pasterczyk,amy,02446,brookline,MA,nurse practitioner,227,0.0,0.0,0.0,2014
1740216084,boustani,gabriel,02446,brookline,MA,dentist,94,,,0.0,2014
1740312735,pacheco,sean,02446,brookline,MA,physician assistant,36,16.0,44.44,0.0,2014
1740391077,guen,robert,02446,brookline,MA,dentist,27,,,0.0,2014
1750674719,brenner,jason,02446,brookline,MA,ophthalmology,201,0.0,0.0,0.0,2014
1760401053,rodehaver,mark,02446,brookline,MA,psychiatry,245,0.0,0.0,0.0,2014
1760550511,geller,max,02446,brookline,MA,psychiatry,126,0.0,0.0,0.0,2014
1760582803,hoffman,david,02446,brookline,MA,psychiatry,207,,,0.0,2014
1760644702,spear,erin,02446,brookline,MA,nurse practitioner,31,,,,2014
1770526329,katz,howard,02446,brookline,MA,psychiatry,66,0.0,0.0,0.0,2014
1770534760,schram,patricia,02446,brookline,MA,pediatric medicine,12,0.0,0.0,0.0,2014
1770573909,mccarthy,mary,02446,brookline,MA,psychiatry,146,,,0.0,2014
1770618803,sclar,beverlee,02446,brookline,MA,certified clinical nurse specialist,119,0.0,0.0,0.0,2014
1770823411,rastogi,neeraj,02446,brookline,MA,interventional radiology,381,0.0,0.0,0.0,2014
1770924912,andronesi,anca,02446,brookline,MA,dentist,22,,,0.0,2014
1780003806,li,josephine,02446,brookline,MA,student in an organized health care education/training program,62,,,,2014
1780611798,carr,jayson,02446,brookline,MA,internal medicine,4645,66.0,1.42,0.0,2014
1790743763,riskin,joy,02446,brookline,MA,psychiatry & neurology,42,0.0,0.0,0.0,2014
1790817732,larsson,katharine,02446,brookline,MA,certified clinical nurse specialist,90,0.0,0.0,0.0,2014
1790836450,lee,shiao-yu,02446,brookline,MA,obstetrics/gynecology,120,0.0,0.0,0.0,2014
1801817770,temple,harry,02446,brookline,MA,dentist,47,,,0.0,2014
1801843578,loula,elizabeth,02446,brookline,MA,psychiatry,33,0.0,0.0,0.0,2014
1811934037,millman,darlene,02446,brookline,MA,psychiatry,44,0.0,0.0,0.0,2014
1811936818,aserkoff,ralph,02446,brookline,MA,obstetrics/gynecology,134,,,0.0,2014
1811944549,rosen,luba,02446,brookline,MA,physical medicine and rehabilitation,1208,384.0,31.79,24.0,2014
1811956329,bendetson,peter,02446,brookline,MA,dermatology,680,,,,2014
1821039405,weiner,robert,02446,brookline,MA,psychiatry,69,0.0,0.0,0.0,2014
1821078049,boudreau,francis,02446,brookline,MA,obstetrics/gynecology,20,0.0,0.0,0.0,2014
1821273053,drukteinis,dainius,02446,brookline,MA,emergency medicine,90,25.0,27.78,0.0,2014
1821384546,linsk,ali,02446,brookline,MA,general surgery,24,18.0,75.0,0.0,2014
1831172535,longo,maria,02446,brookline,MA,dentist,22,,,0.0,2014
1831230317,chen,yen-ching,02446,brookline,MA,dentist,15,0.0,0.0,0.0,2014
1831254085,winnick,jamie,02446,brookline,MA,psychiatry & neurology,18,0.0,0.0,0.0,2014
1831313832,tolmach,irina,02446,brookline,MA,dentist,73,0.0,0.0,0.0,2014
1841338258,chubinsky,peter,02446,brookline,MA,psychiatry,290,0.0,0.0,0.0,2014
1851566780,trutt,daniel,02446,brookline,MA,family practice,2529,220.0,8.7,32.0,2014
1861617151,lyder,donna,02446,brookline,MA,certified clinical nurse specialist,24,0.0,0.0,0.0,2014
1871507145,raynes,anthony,02446,brookline,MA,psychiatry,2518,14.0,0.56,0.0,2014
1871608836,gleysteen,suzanne,02446,brookline,MA,internal medicine,5556,322.0,5.8,54.0,2014
1871654988,hauschka,barbara,02446,brookline,MA,dentist,32,,,0.0,2014
1871671040,mowschenson,peter,02446,brookline,MA,general surgery,48,,,0.0,2014
1871689752,mesgarzadeh,marmar,02446,brookline,MA,dentist,24,,,0.0,2014
1871881193,kaplan,victoria,02446,brookline,MA,dentist,14,,,0.0,2014
1881685238,fine,gerald,02446,brookline,MA,oral surgery (dentists only),116,77.0,66.38,0.0,2014
1902027139,holzer,rena,02446,brookline,MA,nurse practitioner,42,27.0,64.29,0.0,2014
1902831001,ellenbogen,mark,02446,brookline,MA,pulmonary disease,1862,34.0,1.83,,2014
1902902315,warth,james,02446,brookline,MA,hematology/oncology,16,0.0,0.0,0.0,2014
1912900473,brodie,richard,02446,brookline,MA,internal medicine,3859,606.0,15.7,185.0,2014
1912994757,winig,paul,02446,brookline,MA,obstetrics/gynecology,291,,,0.0,2014
1922022649,richardson,lars,02446,brookline,MA,sports medicine,82,59.0,71.95,0.0,2014
1922065309,walton,james,02446,brookline,MA,psychiatry,92,0.0,0.0,0.0,2014
1922195478,campobello,marie,02446,brookline,MA,physician assistant,113,,,,2014
1922212471,xu,min,02446,brookline,MA,student in an organized health care education/training program,191,44.0,23.04,0.0,2014
1922255371,okamura,kyoko,02446,brookline,MA,obstetrics/gynecology,23,,,0.0,2014
1932148939,slavin,sumner,02446,brookline,MA,plastic and reconstructive surgery,23,,,0.0,2014
1942315098,greenberg,karen,02446,brookline,MA,psychiatry,125,0.0,0.0,0.0,2014
1942315908,kehlmann,glenn,02446,brookline,MA,internal medicine,9437,447.0,4.74,36.0,2014
1942351424,rosenbaum,lee,02446,brookline,MA,psychiatry,519,0.0,0.0,0.0,2014
1952364143,keegan,christine,02446,brookline,MA,internal medicine,1948,18.0,0.92,,2014
1952376519,sloss,laurence,02446,brookline,MA,cardiology,2249,13.0,0.58,0.0,2014
1952490526,skoff,hillel,02446,brookline,MA,hand surgery,100,46.0,46.0,,2014
1962436089,goldsmith,philip,02446,brookline,MA,internal medicine,84,,,0.0,2014
1972593259,wertheimer,austin,02446,brookline,MA,obstetrics/gynecology,17,0.0,0.0,0.0,2014
1972657096,urman,sergey,02446,brookline,MA,ophthalmology,5006,15.0,0.3,0.0,2014
1972690691,blissett,ryan,02446,brookline,MA,dentist,39,,,0.0,2014
1982740551,yang,linya,02446,brookline,MA,family practice,258,,,0.0,2014
1982754412,rasool,syed,02446,brookline,MA,dentist,47,,,0.0,2014
1982805198,robinson,neha,02446,brookline,MA,family practice,421,0.0,0.0,0.0,2014
1992017230,fening,katherine,02446,brookline,MA,dermatology,115,0.0,0.0,0.0,2014
1992730220,polonsky,derek,02446,brookline,MA,psychiatry & neurology,105,0.0,0.0,0.0,2014
1992737605,lender,julian,02446,brookline,MA,dentist,78,19.0,24.36,0.0,2014
1003002312,hopkins,patricia,02169,quincy,MA,internal medicine,4467,542.0,12.13,112.0,2014
1003083270,kabadi,mitesh,02169,quincy,MA,cardiology,391,,,0.0,2014
1003834433,nair,anil,02169,quincy,MA,neurology,1250,34.0,2.72,0.0,2014
1003895269,angelini,domenic,02169,quincy,MA,dentist,13,0.0,0.0,0.0,2014
1003992397,carolan,patricia,02169,quincy,MA,dentist,35,0.0,0.0,0.0,2014
1023007358,kenny,brian,02169,quincy,MA,internal medicine,24741,620.0,2.51,91.0,2014
1023022662,sampson,ellen,02169,quincy,MA,nurse practitioner,3115,0.0,0.0,0.0,2014
1023038643,kaplan,della,02169,quincy,MA,certified clinical nurse specialist,8591,,,0.0,2014
1023074366,moss,martha,02169,quincy,MA,internal medicine,3716,135.0,3.63,38.0,2014
1023174950,gilani,ahmed,02169,quincy,MA,internal medicine,9230,101.0,1.09,,2014
1033297049,wu- young,yean,02169,quincy,MA,dentist,42,,,0.0,2014
1043200983,bobruff,martha,02169,quincy,MA,psychiatry & neurology,21,0.0,0.0,0.0,2014
1043229768,young,peter,02169,quincy,MA,dermatology,382,0.0,0.0,0.0,2014
1043261274,balsamo,marianne,02169,quincy,MA,registered nurse,28,0.0,0.0,0.0,2014
1043445489,husted,alice,02169,quincy,MA,nurse practitioner,1173,0.0,0.0,0.0,2014
1053377945,matfis,steven,02169,quincy,MA,internal medicine,3917,90.0,2.3,0.0,2014
1063400349,dewire,peter,02169,quincy,MA,orthopedic surgery,171,92.0,53.8,0.0,2014
1063670842,youn,jungmee,02169,quincy,MA,dentist,30,,,0.0,2014
1073645560,kuang,qiao ting,02169,quincy,MA,internal medicine,2941,149.0,5.07,21.0,2014
1073763090,weaver,cheri,02169,quincy,MA,emergency medicine,124,29.0,23.39,0.0,2014
1083024756,ducharme,caitlin,02169,quincy,MA,physician assistant,60,16.0,26.67,0.0,2014
1083054001,kirtane,rohan,02169,quincy,MA,dentist,49,,,0.0,2014
1083816102,bond,david,02169,quincy,MA,physician assistant,33,,,0.0,2014
1083870687,hem,sophana,02169,quincy,MA,dentist,17,,,0.0,2014
1093748360,mouchati,rizkalla,02169,quincy,MA,neurology,2246,0.0,0.0,0.0,2014
1093762734,werth,stephen,02169,quincy,MA,dermatology,1164,,,0.0,2014
1104093806,israel,judith,02169,quincy,MA,certified clinical nurse specialist,683,0.0,0.0,0.0,2014
1104827450,spinelli,guy,02169,quincy,MA,internal medicine,6083,270.0,4.44,49.0,2014
1104851435,shturman,leonid,02169,quincy,MA,cardiology,2006,20.0,1.0,,2014
1104867647,pasciucco,john,02169,quincy,MA,dentist,42,,,0.0,2014
1104891134,salzman,robert,02169,quincy,MA,endocrinology,4250,196.0,4.61,,2014
1114088051,affara,nicholas,02169,quincy,MA,dentist,28,0.0,0.0,0.0,2014
