npi,nppes_provider_last_name,nppes_provider_first_name,nppes_provider_zip_code,town,nppes_provider_state,specialty_description,total_claim_count,opioid_claim_count,opioid_prescribing_rate,long-acting_opioid_claim_count,year
1821047713,rippberger,charles,02169,quincy,MA,internal medicine,20545,170.0,0.83,29.0,2015
1821089921,lazor,john,02169,quincy,MA,general surgery,686,22.0,3.21,0.0,2015
1821115544,driscoll,michael,02169,quincy,MA,physician assistant,22,12.0,54.55,0.0,2015
1821174046,dalton,john,02169,quincy,MA,gastroenterology,5010,138.0,2.75,15.0,2015
1821499922,amer,mohamed,02169,quincy,MA,dentist,32,,,0.0,2015
1831402957,mingel,marc,02169,quincy,MA,dentist,82,19.0,23.17,0.0,2015
1831593193,ronaghan,monica,02169,quincy,MA,nurse practitioner,202,,,0.0,2015
1841213378,reddy,sailaja,02169,quincy,MA,internal medicine,1411,88.0,6.24,11.0,2015
1841235686,lukoff,marshall,02169,quincy,MA,podiatry,425,,,0.0,2015
1841287174,fontaine,nicolette,02169,quincy,MA,internal medicine,2138,50.0,2.34,,2015
1841636453,woo,christina,02169,quincy,MA,dentist,85,,,0.0,2015
1851366165,sheff,daniel,02169,quincy,MA,internal medicine,212,0.0,0.0,0.0,2015
1851392971,berman,neil,02169,quincy,MA,cardiology,3276,62.0,1.89,,2015
1851428452,gaito,cindy,02169,quincy,MA,nurse practitioner,34,0.0,0.0,0.0,2015
1851474951,post,christopher,02169,quincy,MA,family practice,1252,83.0,6.63,,2015
1851495006,smith,mary,02169,quincy,MA,registered nurse,319,0.0,0.0,0.0,2015
1851664429,colozzo,christopher,02169,quincy,MA,physician assistant,163,11.0,6.75,0.0,2015
1861478505,ward,harry,02169,quincy,MA,internal medicine,3755,80.0,2.13,,2015
1861610610,peterson,karen,02169,quincy,MA,physician assistant,1207,41.0,3.4,0.0,2015
1871551531,oates,daniel,02169,quincy,MA,geriatric medicine,3908,95.0,2.43,27.0,2015
1881648889,delcupolo,mary anne,02169,quincy,MA,dentist,14,0.0,0.0,0.0,2015
1881771376,chung,mengche,02169,quincy,MA,dentist,75,,,0.0,2015
1881886323,penney,kristen,02169,quincy,MA,nurse practitioner,1102,27.0,2.45,0.0,2015
1881979730,blake,jenna,02169,quincy,MA,physician assistant,246,50.0,20.33,0.0,2015
1891008397,carlsson,sven-christian,02169,quincy,MA,optometry,43,0.0,0.0,0.0,2015
1891034559,cohen,charles,02169,quincy,MA,physician assistant,680,,,0.0,2015
1891079836,guo moran,yueling,02169,quincy,MA,internal medicine,620,46.0,7.42,11.0,2015
1891701801,perry,robert,02169,quincy,MA,emergency medicine,170,41.0,24.12,0.0,2015
1891795811,hopwood,mary,02169,quincy,MA,nurse practitioner,940,37.0,3.94,0.0,2015
1891844981,shah,pankaj,02169,quincy,MA,obstetrics/gynecology,18,0.0,0.0,0.0,2015
1902033731,wang,ying,02169,quincy,MA,psychiatry,975,,,0.0,2015
1902035280,sun,jenny,02169,quincy,MA,internal medicine,2774,45.0,1.62,,2015
1902166697,garba,sonya,02169,quincy,MA,nurse practitioner,28,0.0,0.0,0.0,2015
1912995945,badlissi,antoine,02169,quincy,MA,pulmonary disease,1480,,,0.0,2015
1922055664,mcham,mary lisa,02169,quincy,MA,ophthalmology,4868,0.0,0.0,0.0,2015
1922163484,adamov,ivana,02169,quincy,MA,dentist,17,0.0,0.0,0.0,2015
1932307840,chu,sofia,02169,quincy,MA,family practice,4313,285.0,6.61,56.0,2015
1942200043,goodman,gerri,02169,quincy,MA,ophthalmology,1736,0.0,0.0,0.0,2015
1942200324,benoit,jeanne,02169,quincy,MA,nurse practitioner,382,12.0,3.14,,2015
1942201066,noonan,robert,02169,quincy,MA,cardiology,4735,82.0,1.73,,2015
1942229935,razzak,abdul,02169,quincy,MA,hospice and palliative care,326,73.0,22.39,25.0,2015
1942234091,dersarkissian,raffi,02169,quincy,MA,plastic and reconstructive surgery,48,14.0,29.17,0.0,2015
1942277991,shakr,christo,02169,quincy,MA,obstetrics/gynecology,219,,,0.0,2015
1942298971,berenberg,mark,02169,quincy,MA,pulmonary disease,504,,,,2015
1942676259,tieu,hieu,02169,quincy,MA,nurse practitioner,73,,,0.0,2015
1952730160,chidsey,meredith,02169,quincy,MA,physician assistant,217,0.0,0.0,0.0,2015
1962435248,banfield,maryanne,02169,quincy,MA,nurse practitioner,50,0.0,0.0,0.0,2015
1962536805,chan,nathaniel,02169,quincy,MA,dentist,47,,,0.0,2015
1962720219,morin,sandra,02169,quincy,MA,dentist,53,,,0.0,2015
1962840512,gadgil,saudamini,02169,quincy,MA,dentist,11,,,0.0,2015
